,cell.ID,nucleus.x,nucleus.y,CD15.score.normalized,CK.score.normalized,CD3.score.normalized,CD11c.score.normalized,CD20.score.normalized,CD163.score.normalized,tissue.type
1282,1375,11887.49,31866.7,0.11,0.22,0.65,0.9,0.0,0.75,stroma
1283,1376,12051.68,31651.68,0.17,1.29,0.0,0.0,0.14,0.24,tumor
1284,1377,11775.82,31993.09,0.4,4.87,0.0,0.9,0.26,0.61,tumor
1285,1378,11739.6,32075.76,0.14,0.6,0.38,0.0,1.13,0.77,stroma
1286,1379,11872.76,32061.25,0.0,0.56,0.0,0.0,0.22,0.15,stroma
1287,1380,11689.67,32057.13,0.14,0.38,1.15,0.0,0.01,0.01,stroma
1288,1381,11693.13,32080.71,0.34,0.34,0.83,0.1,2.44,0.15,stroma
1289,1382,11631.46,32075.94,0.21,1.05,0.0,1.04,0.0,1.33,stroma
1290,1383,11764.82,31606.26,0.19,1.13,0.0,0.0,0.01,0.13,tumor
1291,1384,12007.3,31712.23,0.1,0.08,0.2,1.0,0.0,0.49,stroma
1292,1385,11694.09,31922.49,0.2,2.22,0.21,0.0,0.19,0.29,tumor
1293,1386,11985.11,31586.52,0.0,0.08,0.2,0.0,0.05,0.0,stroma
1294,1387,11865.99,31918.06,0.54,0.68,3.37,1.04,0.11,0.43,stroma
1295,1388,11856.84,32002.29,0.27,1.36,2.45,0.72,2.82,0.44,stroma
1296,1389,11836.66,31989.01,0.52,2.49,0.68,0.63,0.32,0.98,tumor
1297,1390,11808.92,31891.43,0.5,0.79,2.71,1.9,0.35,0.46,stroma
1298,1391,12095.3,31666.51,0.12,0.73,1.7,0.07,0.24,0.05,stroma
1299,1392,11809.23,32058.4,0.24,0.42,1.18,0.41,0.26,1.17,stroma
1300,1393,11758.69,31928.81,0.19,0.7,1.02,1.04,0.53,0.68,stroma
1301,1394,11873.24,31788.88,0.0,0.03,0.0,0.38,0.27,0.04,stroma
1302,1395,11701.81,31941.81,0.44,2.23,0.51,0.16,0.55,1.29,tumor
1303,1396,11834.12,31980.4,0.46,4.07,0.2,0.6,0.29,0.17,tumor
1304,1397,11786.85,31894.71,0.48,1.4,0.38,0.59,0.2,3.28,tumor
1305,1398,11750.61,31616.76,0.25,2.27,0.2,0.01,0.16,0.09,tumor
1306,1399,11760.34,32030.28,0.29,0.88,1.05,0.48,0.19,2.14,stroma
1307,1400,11885.36,31872.81,0.03,0.24,0.0,0.74,0.02,0.08,stroma
1308,1401,11751.27,31949.79,0.3,0.52,0.22,0.62,0.55,1.39,stroma
1309,1402,12041.92,31722.89,0.43,2.25,0.0,0.0,0.28,1.01,tumor
1310,1403,11669.98,32065.36,0.05,0.69,0.36,0.15,0.0,0.92,stroma
1311,1404,11918.56,31979.16,0.02,0.06,0.43,0.0,0.0,0.05,stroma
1312,1405,11743.87,32027.86,0.4,0.39,0.32,0.74,2.48,0.28,stroma
1313,1406,11979.91,31822.35,0.04,0.12,0.3,0.83,0.03,0.55,stroma
1314,1407,11603.24,32065.06,0.26,0.64,1.81,0.01,0.04,0.31,stroma
1315,1408,12049.54,31740.41,0.0,1.5,0.23,0.3,0.25,0.21,tumor
1316,1409,11809.24,31965.75,0.1,0.55,0.51,0.48,0.29,0.26,stroma
1317,1410,12085.65,31623.3,0.3,1.19,0.0,0.0,0.02,0.03,tumor
1318,1411,11836.8,31887.88,0.17,1.33,1.4,0.42,3.01,0.5,tumor
1319,1412,11948.64,31832.79,0.19,0.26,0.64,0.56,2.62,0.89,stroma
1320,1413,11925.05,31925.95,0.12,0.46,0.16,0.36,0.41,0.91,stroma
1321,1414,11663.57,31973.89,0.2,3.95,0.45,0.0,0.0,0.23,tumor
1322,1415,11604.01,31999.47,0.11,0.92,1.01,0.59,0.0,0.96,stroma
1323,1416,11812.24,31841.84,0.4,2.49,0.39,0.64,0.33,0.24,tumor
1324,1417,11842.08,31846.34,0.06,2.51,0.0,0.22,0.16,0.13,tumor
1325,1418,12089.02,31598.26,0.44,2.79,0.14,0.13,0.0,0.17,tumor
1326,1419,11857.25,31852.63,0.17,3.04,0.0,0.11,0.14,0.11,tumor
1327,1420,11873.35,32031.7,0.19,0.65,0.02,0.0,0.0,2.72,stroma
1328,1421,11900.86,31854.73,0.14,0.2,0.47,0.0,0.06,0.19,stroma
1329,1422,11990.14,31686.27,0.27,0.05,0.17,0.49,0.99,0.09,stroma
1330,1423,11955.74,31749.5,0.68,0.42,0.39,0.0,1.54,0.32,stroma
1331,1424,11884.0,31802.74,0.5,1.3,0.17,0.0,0.28,0.65,tumor
1332,1425,11788.97,32036.09,0.18,0.4,1.96,1.06,0.09,1.61,stroma
1333,1426,11729.73,31920.63,0.53,0.23,0.34,1.2,0.06,1.08,stroma
1334,1427,11985.4,31800.52,0.37,0.5,0.34,1.13,0.38,0.19,stroma
1335,1428,11772.89,31966.83,1.26,3.0,1.33,0.68,0.22,1.0,tumor
1336,1429,12048.77,32506.79,0.32,1.05,0.43,0.0,0.0,0.15,stroma
1337,1430,11696.63,32405.68,0.07,0.67,1.81,0.67,0.0,0.27,stroma
1338,1431,11954.47,32452.97,0.15,1.65,0.11,1.52,0.24,0.21,tumor
1339,1432,11972.31,32561.41,0.21,0.72,3.06,0.28,0.34,0.5,stroma
1340,1433,11649.19,32097.07,0.0,3.95,0.0,0.0,0.05,0.3,tumor
1341,1434,11676.92,32670.16,0.35,0.38,0.26,0.37,0.0,0.05,stroma
1342,1435,12092.54,32400.8,0.0,3.19,1.21,0.0,0.1,0.28,tumor
1343,1436,11707.45,32589.63,0.16,0.83,1.03,0.51,0.44,0.42,stroma
1344,1437,11970.83,32578.94,0.25,0.99,0.67,0.09,0.29,0.0,stroma
1345,1438,11508.11,32472.1,0.19,2.22,0.95,0.09,0.0,0.33,tumor
1346,1439,11787.5,32568.53,0.28,0.46,0.08,0.33,2.9,0.59,stroma
1347,1440,12016.3,32372.98,0.0,0.33,0.96,0.0,0.0,1.89,stroma
1348,1441,11563.74,32620.91,0.19,0.86,1.6,0.0,0.38,0.07,stroma
1349,1442,11754.95,32436.12,0.32,1.27,0.4,0.75,0.0,0.07,tumor
1350,1443,11765.79,32587.51,0.11,1.2,1.58,1.05,0.07,0.6,stroma
1351,1444,11557.26,32449.27,0.17,4.51,0.5,0.76,0.18,0.08,tumor
1352,1445,11938.44,32282.97,0.14,0.31,1.27,0.74,0.06,0.12,stroma
1353,1446,11676.7,32454.4,0.28,0.84,1.1,2.42,0.0,0.16,stroma
1354,1447,12096.8,32304.44,0.07,0.12,0.06,0.0,0.75,0.12,stroma
1355,1448,11767.51,32234.73,0.0,1.0,0.06,0.3,0.0,0.17,stroma
1356,1449,11570.13,32305.73,0.13,0.77,2.2,0.29,0.0,0.17,stroma
1357,1450,11511.71,32217.68,0.11,3.43,0.27,0.14,0.4,0.17,tumor
1358,1451,11849.48,32412.8,0.14,0.7,0.0,0.0,0.0,0.07,stroma
1359,1452,11516.57,32522.41,0.44,1.02,0.92,1.88,1.29,0.96,stroma
1360,1453,12023.6,32614.54,0.24,0.7,0.83,0.0,0.0,0.82,stroma
1361,1454,12086.02,32392.37,0.25,2.64,0.13,1.03,0.26,0.11,tumor
1362,1455,12073.57,32300.65,0.39,0.33,0.0,0.43,1.63,1.23,stroma
1363,1456,11715.57,32201.91,0.11,1.58,0.12,0.0,0.07,0.57,tumor
1364,1457,11716.97,32143.46,0.03,0.28,0.27,0.0,0.0,0.0,stroma
1365,1458,11999.54,32310.92,0.18,4.22,0.59,1.47,0.32,0.09,tumor
1366,1459,11661.57,32316.09,0.24,1.02,0.71,0.2,0.0,1.47,stroma
1367,1460,11681.68,32202.85,0.0,1.27,2.93,0.95,0.0,0.43,tumor
1368,1461,11718.96,32499.34,0.27,0.76,1.88,1.63,0.02,0.14,stroma
1369,1462,11542.76,32289.19,0.09,3.35,0.59,0.2,0.34,0.15,tumor
1370,1463,12027.76,32313.96,0.04,2.13,1.21,0.0,0.09,0.15,tumor
1371,1464,11741.95,32185.37,0.34,2.44,2.0,2.6,0.84,0.92,tumor
1372,1465,11646.68,32208.56,0.27,0.73,1.91,0.31,0.3,1.5,stroma
1373,1466,11580.07,32308.87,0.11,3.05,0.25,0.8,0.15,0.11,tumor
1374,1467,12047.56,32560.6,0.0,0.72,1.68,1.07,0.0,0.36,stroma
1375,1468,11788.96,32643.76,0.45,0.22,0.28,0.0,0.53,3.61,stroma
1376,1469,11595.63,32478.1,0.04,0.46,2.01,0.0,0.27,0.11,stroma
1377,1470,11675.63,32646.47,0.09,0.17,0.0,1.01,0.0,0.8,stroma
1378,1471,11804.43,32608.83,0.16,0.84,1.21,0.0,2.76,1.47,stroma
1379,1472,11774.58,32592.69,0.5,1.23,1.54,0.7,1.08,0.74,stroma
1380,1473,11612.29,32118.42,0.0,0.36,0.25,0.0,0.01,1.93,stroma
1381,1474,11642.88,32494.0,0.09,0.46,2.16,0.56,0.81,0.21,stroma
1382,1475,11881.83,32491.75,0.29,0.78,1.42,1.32,0.17,1.96,stroma
1383,1476,11717.44,32481.77,0.11,0.78,1.33,0.67,0.0,0.17,stroma
1384,1477,11685.74,32223.16,0.0,0.73,2.04,0.0,1.55,0.26,stroma
1385,1478,11777.52,32205.43,0.0,0.52,0.1,0.0,0.0,0.12,stroma
1386,1479,11542.31,32530.95,0.5,0.5,0.79,2.4,0.17,0.07,stroma
1387,1480,11675.23,32573.62,0.1,1.08,0.48,0.95,2.59,0.59,stroma
1388,1481,11815.6,32277.57,0.2,0.65,0.0,0.04,0.0,0.7,stroma
1389,1482,11627.98,32512.21,0.08,0.52,2.18,0.0,0.0,0.28,stroma
1390,1483,11760.26,32427.34,0.28,1.67,0.02,0.27,0.53,0.03,tumor
1391,1484,12070.19,32281.79,0.18,0.13,0.3,0.0,0.0,0.84,stroma
1392,1485,11794.92,32486.87,0.21,0.36,0.95,0.0,0.72,0.11,stroma
1393,1486,11664.3,32126.24,0.03,0.86,0.28,0.97,0.25,0.98,stroma
1394,1487,11635.85,32290.64,0.0,0.31,0.23,0.38,0.04,0.1,stroma
1395,1488,11615.09,32596.46,0.23,0.93,1.91,0.88,0.28,0.56,stroma
1396,1489,11643.29,32645.19,0.5,0.97,0.0,3.65,0.0,3.02,stroma
1397,1490,11685.18,32299.98,0.02,0.34,1.31,0.0,1.14,0.09,stroma
1398,1491,11797.03,32427.01,0.01,0.91,2.15,2.37,0.13,0.37,stroma
1399,1492,11875.38,32480.07,0.09,0.59,1.32,0.0,0.19,0.22,stroma
1400,1493,11616.32,32197.54,0.12,0.49,0.49,0.03,0.02,1.83,stroma
1401,1494,11670.14,32373.34,0.37,0.58,0.48,1.02,0.18,2.65,stroma
1402,1495,11579.47,32298.51,0.4,3.31,0.28,0.37,0.56,0.13,tumor
1403,1496,11806.13,32346.34,0.3,0.72,0.26,1.04,0.16,0.03,stroma
1404,1497,11556.44,32380.66,0.01,3.84,0.09,0.01,0.03,0.13,tumor
1405,1498,12085.14,32473.02,0.28,1.33,0.0,0.79,0.08,4.3,stroma
1406,1499,12055.4,32341.24,0.28,0.57,1.06,1.71,0.12,1.11,stroma
1407,1500,11942.81,32395.78,0.13,0.62,1.4,0.95,0.33,1.26,stroma
1408,1501,11542.18,32453.75,0.31,1.08,0.87,0.58,0.29,0.71,tumor
1409,1502,11742.37,32234.75,0.0,0.36,0.0,0.56,0.4,0.19,stroma
1410,1503,11623.62,32543.29,0.23,0.45,2.68,0.0,0.33,0.45,stroma
1411,1504,11638.62,32634.5,0.18,0.37,0.27,0.67,0.0,0.61,stroma
1412,1505,11968.54,32457.11,0.17,6.53,0.73,1.35,0.38,0.39,tumor
1413,1506,11504.86,32569.02,0.06,0.49,0.11,0.73,2.57,0.16,stroma
1414,1507,11730.15,32220.9,0.0,0.68,0.35,0.69,0.22,0.13,stroma
1415,1508,11569.77,32276.59,0.45,3.72,0.2,0.21,0.16,0.27,tumor
1416,1509,11680.73,32279.86,0.14,0.43,4.64,0.9,0.0,0.23,stroma
1417,1510,11884.73,32270.57,0.12,3.03,0.09,0.35,0.49,0.12,tumor
1418,1511,11845.47,32112.65,0.0,0.19,0.2,0.01,0.1,0.19,stroma
1419,1512,12036.38,32447.39,0.11,6.09,0.71,0.25,0.1,0.3,stroma
1420,1513,11889.45,32395.11,0.0,0.43,0.14,0.0,0.22,0.03,stroma
1421,1514,11569.59,32328.09,0.0,3.26,0.0,0.0,0.18,1.2,tumor
1422,1515,11568.87,32345.34,0.2,2.97,0.11,0.6,0.51,0.06,tumor
1423,1516,11944.88,32428.23,0.32,0.64,0.38,0.09,0.0,0.44,stroma
1424,1517,11921.47,32419.44,0.0,0.37,0.3,0.0,0.2,0.18,stroma
1425,1518,11751.82,32568.0,0.31,0.95,0.74,0.55,0.31,1.57,stroma
1426,1519,11541.41,32400.86,0.14,0.54,2.59,0.51,0.06,0.17,stroma
1427,1520,11558.9,32322.7,0.43,1.86,0.04,0.0,0.36,2.01,tumor
1428,1521,11571.88,32653.51,0.23,0.5,2.34,0.54,0.32,0.46,stroma
1429,1522,11693.16,32612.21,0.24,0.34,1.85,0.0,0.0,0.15,stroma
1430,1523,11674.32,32111.98,0.17,0.87,1.66,0.48,3.36,0.36,stroma
1431,1524,12032.3,32605.12,0.02,2.01,0.23,0.02,0.0,0.35,stroma
1432,1525,11993.87,32567.01,0.06,0.5,1.48,0.55,0.0,0.36,stroma
1433,1526,11675.17,32248.06,0.0,0.74,1.59,1.15,0.08,1.31,stroma
1434,1527,11675.04,32303.45,0.33,0.49,1.35,1.31,3.04,0.52,stroma
1435,1528,11778.77,32192.38,0.0,0.57,0.06,0.0,0.12,0.07,stroma
1436,1529,12031.59,32422.55,0.39,3.3,0.0,1.79,0.39,0.42,tumor
1437,1530,11872.91,32311.28,0.07,3.86,0.05,0.0,0.22,0.6,tumor
1438,1531,11771.54,32518.06,0.0,0.98,0.23,0.83,0.33,1.1,stroma
1439,1532,12004.29,32532.58,0.38,0.47,0.35,0.0,0.28,1.55,stroma
1440,1533,11657.16,32466.17,0.14,0.65,1.82,3.61,0.03,0.04,stroma
1441,1534,12074.58,32535.98,0.12,0.27,4.06,0.0,0.0,0.3,stroma
1442,1535,11577.13,32536.67,0.05,0.42,1.83,0.28,0.93,0.42,stroma
1443,1536,11969.29,32565.51,0.19,0.39,0.02,0.4,0.0,0.15,stroma
1444,1537,11887.22,32351.36,0.09,0.53,5.18,0.54,0.0,0.55,stroma
1445,1538,11600.19,32375.49,0.1,2.81,0.83,1.36,0.43,0.69,tumor
1446,1539,11548.62,32118.84,0.19,0.79,0.44,0.6,0.0,1.31,stroma
1447,1540,11668.52,32274.49,0.06,0.42,1.29,0.04,2.71,0.14,stroma
1448,1541,11682.86,32399.72,0.18,0.58,1.0,0.39,0.0,0.55,stroma
1449,1542,11834.55,32241.69,0.12,0.82,0.0,0.24,0.24,1.08,stroma
1450,1543,11890.26,32462.68,0.18,0.24,0.96,0.0,0.17,0.03,stroma
1451,1544,11670.68,32286.96,0.04,0.31,1.85,0.0,1.63,0.3,stroma
1452,1545,11762.23,32602.24,0.38,0.69,1.4,0.93,0.0,1.29,stroma
1453,1546,12042.48,32465.53,0.35,0.68,1.2,0.89,0.1,2.23,stroma
1454,1547,11723.39,32364.36,0.12,0.04,0.24,0.06,0.4,0.16,stroma
1455,1548,11532.51,32481.67,0.1,3.72,0.2,1.76,0.25,0.59,tumor
1456,1549,11511.24,32085.84,0.18,0.87,0.03,1.01,0.93,3.65,stroma
1457,1550,12014.32,32303.47,0.08,3.95,0.37,0.66,0.0,0.22,tumor
1458,1551,11735.69,32449.4,1.54,0.68,0.13,0.44,0.0,0.05,stroma
1459,1552,12076.54,32411.19,0.28,0.99,0.6,0.84,0.0,2.47,stroma
1460,1553,12076.72,32334.57,0.0,0.25,0.07,0.47,0.15,0.11,stroma
1461,1554,11633.55,32561.34,0.27,0.12,0.96,0.98,0.07,0.12,stroma
1462,1555,11582.14,32402.42,0.03,0.62,3.04,1.6,0.56,0.67,stroma
1463,1556,11906.64,32533.89,0.09,0.5,1.84,0.47,0.13,0.28,stroma
1464,1557,12088.49,32446.6,0.33,0.47,0.93,0.07,0.7,1.35,stroma
1465,1558,11724.52,32559.84,0.1,0.52,1.1,0.29,0.0,0.16,stroma
1466,1559,11615.98,32168.84,0.06,6.83,0.0,1.12,0.03,0.22,tumor
1467,1560,11776.12,32360.7,0.09,0.76,1.84,0.0,0.0,2.5,stroma
1468,1561,11928.48,32306.3,0.02,0.31,2.8,1.13,0.13,0.25,stroma
1469,1562,12071.24,32508.18,0.12,0.49,1.79,0.01,0.17,0.68,stroma
1470,1563,11684.61,32608.89,0.35,0.31,1.25,0.54,0.1,0.09,stroma
1471,1564,11525.95,32511.32,0.0,0.75,1.44,0.0,0.15,0.26,stroma
1472,1565,11848.61,32505.02,0.2,0.56,0.34,0.47,0.25,0.61,stroma
1473,1566,11896.66,32365.25,0.22,0.55,3.53,0.26,0.2,0.28,stroma
1474,1567,11774.75,32233.87,0.14,0.54,0.25,0.0,0.0,0.33,stroma
1475,1568,11745.41,32491.7,0.12,0.55,0.74,0.0,0.0,0.15,stroma
1476,1569,11534.46,32259.66,0.18,0.91,0.67,1.01,0.16,0.06,stroma
1477,1570,11568.01,32611.4,0.06,0.42,3.17,0.23,0.0,0.0,stroma
1478,1571,11524.79,32143.11,0.12,1.18,0.65,0.64,0.0,0.21,stroma
1479,1572,11660.39,32437.93,0.1,0.51,1.88,0.98,0.01,0.0,stroma
1480,1573,11944.71,32268.38,0.0,0.11,0.06,0.0,0.11,0.0,stroma
1481,1574,11807.65,32133.86,0.0,0.67,2.26,0.48,0.0,2.4,stroma
1482,1575,11683.74,32474.57,0.05,1.35,0.47,0.32,0.24,0.07,stroma
1483,1576,11759.39,32590.97,0.31,0.44,3.21,0.0,0.08,0.65,stroma
1484,1577,11974.6,32300.82,0.18,3.29,0.05,0.15,0.06,0.26,tumor
1485,1578,11621.05,32303.18,0.32,0.98,1.14,0.57,0.0,0.76,stroma
1486,1579,11888.86,32323.03,0.08,3.64,0.0,0.43,0.18,0.65,tumor
1487,1580,12080.66,32435.2,0.13,0.6,0.17,0.43,0.25,0.65,stroma
1488,1581,11769.41,32440.65,0.03,1.45,0.22,0.51,0.03,0.16,tumor
1489,1582,11890.38,32586.04,0.12,0.93,0.3,0.0,0.34,2.56,stroma
1490,1583,11723.06,32351.03,0.0,0.13,0.0,0.0,0.0,0.08,stroma
1491,1584,11812.79,32304.96,0.02,0.57,0.27,0.47,0.4,1.01,stroma
1492,1585,11869.14,32242.33,0.06,4.65,0.2,0.0,0.04,0.26,tumor
1493,1586,11742.64,32521.18,0.23,0.72,0.68,1.26,0.0,0.05,stroma
1494,1587,11779.23,32419.12,0.07,0.63,0.9,3.69,0.16,0.07,stroma
1495,1588,11871.87,32293.74,0.2,3.12,0.0,0.0,0.34,0.11,tumor
1496,1589,11647.55,32552.23,0.0,0.56,0.0,0.46,0.17,0.0,stroma
1497,1590,11730.92,32485.41,0.1,0.94,1.37,2.6,0.15,0.17,stroma
1498,1591,12025.25,32520.41,0.36,0.63,3.03,0.22,0.0,1.36,stroma
1499,1592,12042.12,32408.73,0.15,3.31,0.44,0.0,0.32,0.28,tumor
1500,1593,11849.68,32292.21,0.2,0.45,1.5,0.0,0.0,1.03,stroma
1501,1594,11561.16,32310.49,0.07,0.27,0.0,0.0,0.0,0.63,stroma
1502,1595,12017.42,32419.75,0.0,0.31,2.63,0.83,0.0,0.57,stroma
1503,1596,11571.63,32299.23,0.1,1.14,0.59,1.38,0.0,0.21,tumor
1504,1597,11510.9,32507.46,0.11,0.69,1.44,1.03,0.06,0.3,stroma
1505,1598,11647.99,32348.16,0.0,1.06,0.46,0.0,0.42,0.07,stroma
1506,1599,11648.64,32181.39,0.34,0.89,1.07,1.39,0.2,0.53,stroma
1507,1600,11898.82,32503.27,0.19,0.79,0.83,0.53,0.1,1.6,stroma
1508,1601,11893.05,32575.47,0.0,0.72,1.6,0.64,0.0,1.48,stroma
1509,1602,11923.64,32364.06,0.2,0.56,1.41,0.53,0.13,1.74,stroma
1510,1603,11854.72,32482.91,0.19,0.46,0.9,0.0,1.93,0.32,stroma
1511,1604,11626.4,32571.36,0.09,0.8,0.11,0.47,0.01,0.2,stroma
1512,1605,11644.52,32523.85,0.3,0.56,0.54,0.26,0.16,0.07,stroma
1513,1606,11579.64,32427.33,0.26,1.69,0.04,1.08,0.4,2.26,tumor
1514,1607,11780.07,32500.72,0.1,0.96,0.35,2.88,0.26,0.26,stroma
1515,1608,11926.55,32280.09,0.14,0.2,0.41,0.0,0.0,0.01,stroma
1516,1609,11694.53,32164.95,0.05,1.22,1.11,1.26,0.0,1.42,stroma
1517,1610,11590.71,32354.35,0.16,2.65,0.2,1.64,0.32,0.16,tumor
1518,1611,12068.3,32503.91,0.33,0.38,2.44,0.8,0.17,0.18,stroma
1519,1612,11807.75,32628.14,3.56,0.42,1.02,0.0,0.0,1.44,stroma
1520,1613,11610.76,32410.05,0.22,0.58,1.87,0.12,0.38,0.32,stroma
1521,1614,11763.26,32626.04,0.05,0.47,1.4,0.59,0.12,1.48,stroma
1522,1615,11589.45,32472.03,0.0,4.58,0.77,0.52,0.12,0.22,tumor
1523,1616,12038.97,32352.87,0.23,0.39,0.89,0.66,0.3,0.22,stroma
1524,1617,11652.72,32364.43,0.44,0.55,0.59,1.01,1.03,0.22,stroma
1525,1618,11631.97,32235.98,0.08,0.57,2.18,1.35,0.0,1.31,stroma
1526,1619,11657.79,32640.43,0.0,0.58,1.31,0.07,0.12,1.89,stroma
1527,1620,12067.74,32447.71,0.1,0.44,1.92,0.29,0.12,1.26,stroma
1528,1621,12030.97,32362.83,0.22,0.34,0.92,0.21,0.0,0.81,stroma
1529,1622,11755.56,32276.97,0.22,0.96,0.31,0.0,0.25,0.23,stroma
1530,1623,11603.98,32110.94,0.2,0.53,0.84,0.37,1.82,1.58,stroma
1531,1624,11882.21,32268.22,0.03,2.78,0.21,0.57,0.0,0.04,tumor
1532,1625,11679.77,32620.03,0.0,0.2,0.96,0.0,0.0,0.25,stroma
1533,1626,11594.24,32393.46,0.05,1.0,2.29,0.67,1.14,0.34,stroma
1534,1627,11922.05,32558.9,0.0,0.68,0.0,0.13,0.0,0.0,stroma
1535,1628,11695.39,32297.27,0.15,0.21,1.93,0.58,0.0,0.15,stroma
1536,1629,11756.24,32636.32,0.3,0.92,0.57,1.86,0.0,0.45,stroma
1537,1630,11765.47,32425.9,0.06,1.9,0.59,0.17,1.5,0.15,tumor
1538,1631,11580.59,32403.15,0.0,2.51,1.73,2.76,0.41,1.26,tumor
1539,1632,11715.91,32541.17,0.06,0.52,1.78,0.48,3.05,0.09,stroma
1540,1633,12040.33,32424.54,0.12,3.7,0.1,0.0,0.67,0.17,tumor
1541,1634,11782.92,32153.51,0.22,0.35,0.05,0.36,0.0,0.0,stroma
1542,1635,11783.49,32473.22,0.16,0.96,0.82,1.75,0.13,0.14,stroma
1543,1636,11736.65,32651.03,0.14,0.87,0.23,0.39,0.05,0.16,stroma
1544,1637,11913.35,32610.64,0.15,0.65,1.82,0.39,0.73,0.0,stroma
1545,1638,12050.46,32492.08,0.12,0.31,0.3,0.52,0.22,0.19,stroma
1546,1639,11709.86,32301.18,0.0,0.09,0.35,0.8,0.12,0.07,stroma
1547,1640,12026.53,32382.03,1.46,0.2,1.62,0.0,0.21,0.3,stroma
1548,1641,12035.61,32503.93,0.14,0.68,2.71,0.0,0.31,0.29,stroma
1549,1642,11851.23,32343.15,0.35,0.28,1.34,0.0,0.0,0.18,stroma
1550,1643,11753.17,32420.17,0.15,1.23,0.15,0.0,0.4,0.11,tumor
1551,1644,11749.92,32249.27,0.0,0.57,0.08,0.0,0.06,0.0,stroma
1552,1645,11634.5,32604.28,0.14,0.92,1.19,0.09,0.21,1.0,stroma
1553,1646,11861.73,32216.56,0.03,0.46,0.68,0.97,0.02,0.16,stroma
1554,1647,11807.49,32267.74,0.37,0.7,0.65,0.87,0.09,2.36,stroma
1555,1648,11663.73,32325.72,0.0,0.3,1.67,1.58,0.16,0.31,stroma
1556,1649,11635.44,32551.52,0.14,0.16,0.38,0.35,1.69,0.07,stroma
1557,1650,11862.26,32086.1,0.0,0.31,0.13,0.0,0.0,0.07,stroma
1558,1651,11799.4,32175.11,0.12,0.34,0.26,0.0,0.0,0.72,stroma
1559,1652,11605.67,32430.28,0.0,0.7,0.55,0.39,0.87,0.2,stroma
1560,1653,11887.69,32556.67,0.28,0.96,0.59,0.13,0.0,1.08,stroma
1561,1654,11802.36,32662.83,0.12,0.25,2.37,0.59,0.0,0.3,stroma
1562,1655,12061.92,32468.65,0.26,0.47,1.83,0.32,0.11,1.07,stroma
1563,1656,12042.0,32340.31,0.37,0.5,0.0,0.0,0.0,0.51,stroma
1564,1657,11928.0,32492.97,0.31,0.57,2.26,0.54,2.76,0.39,stroma
1565,1658,11626.98,32247.77,0.33,0.59,3.02,0.6,0.37,1.35,stroma
1566,1659,11979.43,32478.19,0.17,0.89,1.21,1.11,0.16,1.48,stroma
1567,1660,11747.17,32619.72,0.67,0.21,1.75,0.0,0.27,0.2,stroma
1568,1661,11801.79,32484.42,0.0,0.63,1.81,0.58,0.5,0.07,stroma
1569,1662,11602.65,32461.14,0.22,0.36,0.8,0.18,0.56,0.05,stroma
1570,1663,11906.03,32363.17,0.21,0.84,0.0,0.48,0.0,2.02,stroma
1571,1664,12057.21,32294.64,0.08,0.11,0.02,0.0,0.29,0.56,stroma
1572,1665,11951.17,32481.24,0.1,0.8,2.45,1.21,0.19,1.07,stroma
1573,1666,11541.17,32660.58,0.01,0.37,0.82,1.0,0.09,1.35,stroma
1574,1667,11824.31,32127.34,0.37,0.61,0.03,0.27,0.1,3.04,stroma
1575,1668,12069.93,32370.0,0.0,0.41,1.61,0.72,0.0,1.38,stroma
1576,1669,11691.41,32303.96,0.0,0.54,1.92,0.0,0.09,0.17,stroma
1577,1670,11989.17,32439.25,0.14,2.51,1.55,1.23,0.25,0.22,tumor
1578,1671,12089.52,32506.36,0.31,0.39,0.75,0.83,3.25,1.09,stroma
1579,1672,11744.57,32487.99,0.2,0.38,1.18,0.41,0.18,0.04,stroma
1580,1673,11741.53,32428.72,0.44,0.99,0.0,0.0,0.26,0.0,stroma
1581,1674,11559.55,32399.49,0.11,4.5,0.33,0.8,0.06,0.23,tumor
1582,1675,11770.74,32376.81,0.0,0.34,4.45,0.0,0.05,0.21,stroma
1583,1676,11821.17,32230.17,0.34,0.61,0.22,0.0,0.0,0.36,stroma
1584,1677,12095.09,32467.06,0.2,0.3,0.38,0.08,0.16,0.28,stroma
1585,1678,11818.66,32495.72,0.02,0.83,1.98,0.0,0.16,0.13,stroma
1586,1679,12026.51,32510.99,0.18,0.5,0.0,0.23,1.57,0.42,stroma
1587,1680,11606.42,32448.65,0.13,0.44,0.68,0.0,0.38,0.33,stroma
1588,1681,11530.31,32303.21,0.35,0.75,0.42,0.14,0.0,1.1,stroma
1589,1682,11789.01,32348.62,0.0,0.34,0.55,0.0,0.15,0.17,stroma
1590,1683,12021.05,32570.07,0.09,0.52,0.42,0.0,0.51,1.14,stroma
1591,1684,11812.36,32491.26,0.0,0.58,2.56,0.0,0.14,0.0,stroma
1592,1685,11611.09,32253.26,0.0,0.46,0.19,0.52,0.0,0.54,stroma
1593,1686,11889.72,32239.05,0.0,0.25,0.62,0.0,0.47,0.05,stroma
1594,1687,12088.36,32513.96,0.14,0.67,0.34,0.0,2.28,1.87,stroma
1595,1688,11552.3,32669.61,0.06,0.33,0.52,0.17,0.0,0.15,stroma
1596,1689,11848.55,32539.13,0.26,0.78,1.34,0.0,0.22,2.43,stroma
1597,1690,11869.6,32561.98,0.23,1.9,0.22,0.22,0.19,3.12,tumor
