,cell.ID,nucleus.x,nucleus.y,CD4.score.normalized,CK.score.normalized,CD3.score.normalized,CD56.score.normalized,CD8.score.normalized,FOXP3.score.normalized,tissue.type
2566,2994,12596.05,40519.61,0.0,3.36,0.0,0.0,0.0,1.11,tumor
2567,2995,12605.51,40461.95,0.0,0.57,0.04,0.14,0.57,0.62,stroma
2568,2996,12713.5,40112.72,0.0,2.32,0.0,0.28,0.37,0.17,tumor
2569,2997,12433.16,40579.06,0.4,0.62,0.15,0.0,0.0,0.42,tumor
2570,2998,12794.1,40107.41,0.0,1.85,0.05,0.11,0.78,0.29,tumor
2571,2999,12895.58,40382.9,0.16,4.41,0.41,0.0,0.94,0.39,tumor
2572,3001,12830.75,40062.75,0.0,2.91,0.0,0.77,0.5,0.55,tumor
2573,3002,12830.54,40550.88,0.38,3.53,0.31,0.37,0.84,0.27,tumor
2574,3003,12647.78,40170.78,0.66,4.35,0.11,0.35,0.0,0.69,tumor
2575,3007,12907.38,40158.9,0.59,2.16,0.0,0.64,0.45,0.07,tumor
2576,3009,12828.34,40560.27,0.0,0.52,0.44,0.01,0.04,0.0,tumor
2577,3011,12856.27,40388.18,0.0,3.58,0.0,0.02,0.0,0.66,tumor
2578,3012,12622.68,40536.86,0.0,2.59,0.4,0.09,0.95,0.39,tumor
2579,3013,12840.88,40096.94,0.0,4.33,0.38,1.53,0.0,0.0,tumor
2580,3014,12413.06,40584.56,0.11,1.6,0.33,0.0,0.0,0.06,tumor
2581,3015,12440.46,40565.82,0.0,3.1,0.0,0.0,0.31,0.0,tumor
2582,3016,12738.42,40298.08,0.55,1.85,0.0,0.51,0.0,0.0,tumor
2583,3018,12439.9,40468.39,0.0,2.64,0.0,0.05,0.0,0.23,tumor
2584,3019,12889.63,40203.6,0.13,3.43,0.04,0.0,0.0,0.47,tumor
2585,3020,12422.0,40459.63,0.0,3.44,0.0,0.0,0.4,0.0,tumor
2586,3021,12692.93,40311.32,0.0,2.57,0.91,0.37,0.35,0.19,tumor
2587,3022,12730.98,40307.86,0.2,2.76,0.0,0.0,0.0,0.37,tumor
2588,3023,12768.88,40415.85,0.0,0.9,0.0,0.0,0.62,0.19,stroma
2589,3025,12677.13,40074.51,0.0,2.37,0.22,0.0,0.44,0.77,tumor
2590,3026,12384.54,40396.28,0.0,2.32,0.69,0.41,0.12,0.28,tumor
2591,3027,12840.3,40336.87,0.53,1.96,0.0,0.0,0.0,0.0,tumor
2592,3028,12907.35,40598.78,0.22,3.66,0.0,0.0,0.0,0.29,tumor
2593,3029,12391.11,40583.84,0.29,2.05,0.0,0.31,0.0,0.59,tumor
2594,3030,12766.65,40368.01,0.0,1.84,0.0,0.0,0.0,0.38,tumor
2595,3031,12679.79,40370.5,0.0,0.78,0.0,0.34,1.24,0.24,tumor
2596,3033,12649.08,40197.92,0.0,4.58,0.35,0.11,0.15,0.18,tumor
2597,3034,12523.32,40469.14,0.43,2.43,0.09,0.06,0.0,0.31,tumor
2598,3035,12488.19,40577.13,0.0,1.41,0.35,0.02,1.23,0.42,tumor
2599,3036,12772.53,40079.6,0.18,2.2,0.26,0.29,0.12,0.65,tumor
2600,3038,12510.71,40642.42,0.01,3.7,0.0,0.0,0.0,1.22,tumor
2601,3040,12675.84,40505.89,0.49,0.33,0.14,0.3,0.0,1.12,stroma
2602,3041,12930.88,40201.89,0.99,2.76,0.0,0.06,0.16,0.06,tumor
2603,3042,12925.58,40246.6,0.0,1.25,0.16,0.1,0.0,0.47,tumor
2604,3043,12534.69,40479.39,0.03,0.58,0.11,0.03,0.0,0.88,tumor
2605,3045,12391.03,40603.67,0.19,0.78,0.0,0.2,0.53,0.51,tumor
2606,3046,12636.64,40555.56,0.0,2.45,0.58,0.28,1.13,0.0,tumor
2607,3050,12585.91,40458.2,0.31,2.03,0.0,0.05,0.91,0.0,tumor
2608,3051,12652.39,40836.55,0.0,2.61,0.0,0.08,0.0,0.0,tumor
2609,3052,12731.85,40805.97,0.3,0.64,0.0,0.0,0.47,0.49,tumor
2610,3053,12586.73,41012.43,0.0,2.91,0.44,0.06,0.0,0.0,tumor
2611,3054,12683.93,41097.15,0.0,0.92,0.06,0.26,0.0,0.54,stroma
2612,3055,12556.79,40870.55,0.45,1.74,0.0,0.0,0.0,0.45,tumor
2613,3056,12629.59,40682.59,0.0,3.86,0.45,0.41,0.0,0.0,tumor
2614,3057,12495.01,41119.65,0.23,1.92,0.44,0.1,0.26,0.54,tumor
2615,3058,12410.33,41113.33,0.0,1.31,0.14,0.14,0.15,0.49,tumor
2616,3059,12694.96,41096.58,0.16,0.39,0.6,0.12,0.0,0.13,stroma
2617,3060,12669.19,40669.59,0.86,5.56,0.35,0.0,0.0,0.11,tumor
2618,3061,12621.81,41150.41,0.0,3.52,0.38,0.23,0.79,0.0,tumor
2619,3062,12648.73,40664.91,0.0,2.67,0.0,0.76,0.68,2.05,tumor
2620,3063,12504.96,40759.4,0.0,2.79,0.21,0.0,0.73,0.49,tumor
2621,3064,12747.28,40764.75,0.27,2.75,0.12,0.2,0.21,0.46,tumor
2622,3065,12606.97,41237.8,0.17,2.97,0.3,0.22,0.53,0.19,tumor
2623,3066,12505.08,40889.38,0.14,0.79,0.0,0.28,0.85,0.15,stroma
2624,3067,12540.78,40884.15,0.0,5.04,0.1,0.03,0.0,0.78,tumor
2625,3068,12583.36,41150.0,0.0,3.03,0.0,0.0,0.08,0.78,tumor
2626,3069,12435.44,40699.98,0.19,5.25,0.0,0.97,0.64,0.4,tumor
2627,3070,12424.11,40837.8,0.66,1.19,0.19,0.0,0.0,0.59,tumor
2628,3071,12667.49,41049.57,0.12,0.5,0.02,0.25,0.0,0.82,tumor
2629,3072,12552.82,40771.44,0.49,2.96,0.0,0.0,0.27,0.68,tumor
2630,3073,12626.81,41086.48,0.0,2.22,0.0,0.37,0.0,0.06,tumor
2631,3074,12770.41,40832.89,0.0,0.58,0.3,0.0,0.0,0.0,tumor
2632,3075,12568.81,41057.41,0.0,2.71,0.0,0.05,0.2,0.99,tumor
2633,3076,12534.76,41080.81,0.0,3.34,0.0,0.26,0.0,0.79,tumor
2634,3077,12568.39,41110.3,0.88,3.42,0.29,0.51,0.0,0.21,tumor
2635,3078,12593.47,41064.29,0.0,2.66,0.26,0.0,0.0,1.25,tumor
2636,3079,12561.31,41108.48,0.0,3.09,0.27,0.55,0.0,0.48,tumor
2637,3080,12752.39,40724.08,0.27,1.58,0.14,0.56,0.01,0.29,tumor
2638,3081,12608.85,41215.69,0.01,3.66,0.0,0.0,0.03,0.64,tumor
2639,3082,12537.85,40800.94,0.0,2.83,0.21,0.13,0.23,0.29,tumor
2640,3083,12385.8,40688.98,0.12,2.9,0.04,0.1,0.44,0.36,tumor
2641,3084,12577.68,41075.02,0.0,2.8,0.0,0.29,0.39,0.44,tumor
2642,3085,12579.44,41029.15,0.0,2.73,0.22,0.0,0.07,0.54,tumor
2643,3086,12556.01,40892.5,0.35,4.51,0.21,0.35,0.0,0.04,tumor
2644,3087,12548.27,41103.47,0.46,1.87,0.12,0.35,0.16,0.17,tumor
2645,3088,12611.08,40831.13,0.0,0.77,0.17,0.14,0.28,0.55,stroma
2646,3089,12515.0,41097.9,0.0,4.32,0.07,0.64,0.39,0.26,tumor
2647,3090,12741.75,40805.38,0.0,2.73,0.0,0.3,0.0,0.06,tumor
2648,3091,12584.17,41168.75,0.25,2.12,0.0,0.0,0.34,0.0,tumor
2649,3092,12595.47,41018.2,0.38,2.82,0.73,0.17,0.0,0.68,tumor
2650,3093,12616.0,41049.68,0.08,3.74,0.0,0.11,0.33,0.5,tumor
2651,3094,12574.26,41104.96,0.21,2.75,0.19,0.15,0.29,0.68,tumor
2652,3095,12637.2,40954.46,0.54,0.62,0.0,0.09,0.33,0.12,tumor
2653,3096,12774.11,40795.34,0.44,3.23,0.2,0.34,0.0,0.5,tumor
2654,3097,12408.76,40848.85,0.27,3.17,0.14,0.18,0.5,0.43,tumor
2655,3098,12527.94,41056.06,0.0,3.39,0.0,0.2,0.66,0.8,tumor
2656,3099,12685.86,41063.81,0.09,6.39,0.0,0.05,0.11,0.08,tumor
2657,3100,12516.44,40698.14,0.0,2.77,0.0,0.0,0.36,0.34,tumor
2658,3101,12784.74,40777.11,0.0,3.64,0.0,0.22,0.0,0.22,tumor
2659,3102,12707.21,40787.96,0.04,4.42,0.0,0.02,0.31,0.33,tumor
2660,3103,12564.25,40798.83,0.3,3.36,0.03,0.07,0.0,0.15,tumor
2661,3104,12512.81,41059.66,0.15,4.17,0.23,0.06,1.2,0.59,tumor
2662,3105,12605.74,41049.03,0.0,1.99,0.0,0.12,0.0,0.03,tumor
2663,3106,12686.59,41084.22,0.21,2.82,0.51,0.13,0.03,0.15,tumor
2664,3107,12505.68,41064.26,0.0,2.65,0.0,0.0,0.17,0.24,tumor
2665,3109,12572.33,41130.24,0.38,2.81,0.25,0.03,1.27,0.55,tumor
2666,3110,12585.07,40647.12,0.79,3.0,0.36,0.29,0.0,0.0,tumor
2667,3111,12708.11,40671.39,0.0,1.72,0.0,0.09,0.0,0.12,tumor
2668,3112,12643.65,41203.91,0.36,3.83,0.0,0.0,1.53,0.63,tumor
2669,3113,12700.51,40712.09,0.0,0.57,0.23,0.1,0.89,0.0,tumor
2670,3114,12515.39,41076.51,0.1,2.68,0.0,0.27,0.55,0.0,tumor
2671,3115,12563.88,41124.37,0.0,3.12,0.0,0.1,0.0,0.76,tumor
2672,3116,12596.77,41150.95,0.26,2.65,0.0,0.33,0.0,0.0,tumor
2673,3117,12662.66,41209.32,0.69,2.2,0.0,0.24,0.17,0.0,tumor
2674,3118,12498.05,41061.79,0.17,2.3,0.0,0.16,0.0,0.0,tumor
2675,3119,12639.36,41219.19,0.67,3.06,0.0,0.17,0.08,0.1,tumor
2676,3120,12552.44,40904.7,0.81,2.77,0.0,0.01,0.0,0.0,tumor
2677,3121,12602.92,40667.72,0.0,1.38,0.19,0.0,0.0,0.32,tumor
2678,3122,12582.67,41114.2,0.0,1.9,0.07,0.0,0.38,0.09,tumor
2679,3123,12574.49,40787.47,0.0,3.94,0.03,0.08,0.5,0.3,tumor
2680,3124,12600.7,41032.48,0.13,3.56,0.0,0.27,0.64,1.08,tumor
2681,3125,12628.43,41236.41,0.78,3.25,0.24,0.1,0.24,0.71,tumor
2682,3126,12534.79,40772.42,0.19,2.78,0.0,0.25,0.0,0.01,tumor
2683,3127,12652.35,41234.83,0.02,3.02,0.0,0.15,0.04,0.0,tumor
2684,3128,12611.74,41165.56,0.69,3.02,0.0,0.0,0.0,0.0,tumor
2685,3129,12541.94,40664.52,0.0,5.64,0.0,0.2,0.51,1.12,tumor
2686,3130,12802.01,40804.16,0.32,3.69,0.0,0.0,1.34,0.31,tumor
2687,3131,12547.96,40792.07,0.0,2.5,0.0,0.37,0.19,0.01,tumor
2688,3132,12598.43,41067.15,0.0,3.07,0.0,0.06,0.09,0.21,tumor
2689,3133,12431.01,41015.76,0.48,3.76,0.47,0.17,0.06,0.0,tumor
2690,3134,12599.05,41078.86,0.59,2.81,0.65,0.26,0.81,0.36,tumor
2691,3135,12546.42,41104.8,0.0,3.82,0.04,0.09,0.0,0.0,tumor
2692,3136,12579.0,40677.81,0.0,0.79,0.0,0.12,0.0,0.21,tumor
2693,3137,12622.03,41203.84,0.41,1.73,0.27,0.0,0.08,0.0,tumor
2694,3138,12433.2,41067.09,0.0,1.92,0.0,0.0,0.0,0.32,tumor
2695,3139,12612.88,41045.19,0.03,3.29,0.25,0.3,1.29,0.3,tumor
2696,3140,12394.16,41082.8,0.0,0.15,0.0,0.17,0.0,0.0,tumor
2697,3141,12391.68,40712.79,0.29,2.18,0.0,0.33,0.94,0.69,tumor
2698,3142,12520.46,40881.49,0.0,3.45,0.0,0.08,0.01,0.0,tumor
2699,3143,12654.0,40809.81,0.97,0.14,0.85,0.0,0.0,0.34,stroma
2700,3144,12634.41,41054.94,0.0,3.07,0.12,0.28,0.0,1.26,tumor
2701,3145,12622.07,40930.09,0.29,2.69,0.05,0.15,0.0,0.18,tumor
2702,3146,12576.26,40813.66,0.29,0.39,0.41,0.0,0.0,0.0,stroma
2703,3147,12470.49,41063.75,0.55,3.39,0.0,0.31,0.16,0.0,tumor
2704,3148,12503.77,40740.01,0.71,2.58,0.0,0.34,0.29,0.36,tumor
2705,3149,12627.43,40812.34,0.35,2.09,0.0,0.36,0.12,0.27,tumor
2706,3150,12519.95,40772.93,0.0,3.45,0.0,0.46,0.0,0.28,tumor
2707,3151,12615.7,41026.66,0.0,2.16,0.08,0.0,0.55,0.97,tumor
2708,3152,12508.01,41115.09,0.26,3.35,0.03,0.54,0.0,0.19,tumor
2709,3153,12372.64,40715.74,0.0,1.85,0.0,0.23,0.0,1.23,tumor
2710,3154,12431.88,41048.6,0.33,3.02,0.0,0.3,0.49,0.09,tumor
2711,3155,12547.93,41181.89,0.0,3.16,0.0,0.0,0.0,0.87,tumor
2712,3156,12437.44,41032.76,0.18,1.88,0.36,0.0,0.82,0.27,tumor
2713,3157,12645.3,41088.8,0.16,2.35,0.1,0.0,0.0,0.0,tumor
2714,3158,12731.54,41104.79,0.0,0.69,0.34,0.0,0.98,0.21,stroma
2715,3159,12361.77,40685.02,0.05,0.82,0.0,0.0,0.23,0.0,tumor
2716,3160,12620.07,40692.39,0.73,3.09,0.44,0.07,0.0,0.59,tumor
2717,3161,12626.84,41166.71,0.0,2.83,0.0,0.42,0.47,0.56,tumor
2718,3162,12545.81,40753.72,0.22,1.64,0.49,0.0,0.45,0.02,tumor
2719,3163,12546.53,40697.54,0.16,3.88,0.0,0.34,0.0,0.01,tumor
2720,3164,12560.89,40778.6,0.0,2.38,0.1,0.3,0.1,0.75,tumor
2721,3166,12446.3,40709.21,0.83,0.39,0.0,0.04,0.34,0.33,tumor
2722,3167,12482.4,41073.93,0.07,3.1,0.19,0.22,0.49,0.27,tumor
2723,3168,12506.0,40731.15,0.0,1.94,0.0,0.29,0.0,0.0,tumor
2724,3169,12674.79,40783.57,0.23,0.54,0.33,0.09,0.47,0.71,stroma
2725,3170,12698.82,41059.99,0.13,2.62,0.09,0.0,0.86,0.24,tumor
2726,3171,12503.99,40714.72,0.57,3.01,0.0,0.38,0.75,1.02,tumor
2727,3172,12597.32,41157.61,0.13,3.03,0.0,0.11,0.13,0.52,tumor
2728,3173,12770.78,40772.56,0.0,3.35,0.0,0.04,0.16,0.96,tumor
2729,3174,12595.69,41088.43,0.0,3.13,0.02,0.28,0.0,0.33,tumor
2730,3175,12614.55,41084.52,0.0,2.79,0.0,0.14,0.0,0.0,tumor
2731,3176,12433.41,40840.57,0.0,6.26,0.38,0.04,0.08,0.68,tumor
2732,3177,12577.92,41166.48,0.04,1.39,0.0,0.3,0.0,0.41,tumor
2733,3178,12744.11,40770.69,0.0,2.58,0.0,0.29,0.6,0.86,tumor
2734,3179,12578.6,40905.0,0.0,3.19,0.0,0.41,0.0,0.43,tumor
2735,3180,12554.86,41096.5,0.0,2.6,0.0,0.11,0.0,0.48,tumor
2736,3181,12511.0,40662.36,0.26,3.47,0.28,0.32,0.47,0.04,tumor
2737,3182,12532.0,40880.43,0.0,6.12,0.0,0.08,0.9,0.38,tumor
2738,3183,12628.84,41087.74,0.0,2.76,0.2,0.07,0.0,0.18,tumor
2739,3184,12398.98,40693.54,0.07,2.71,0.0,0.27,0.16,0.69,tumor
2740,3185,12621.76,41033.69,0.18,2.78,0.0,0.11,0.86,0.64,tumor
2741,3186,12781.65,40762.03,0.52,1.96,0.46,0.32,0.4,0.56,tumor
2742,3187,12518.5,40857.47,0.0,0.11,0.26,0.0,0.0,0.44,stroma
2743,3189,12602.73,41083.96,1.31,2.07,0.0,0.0,0.3,0.15,tumor
2744,3190,12497.97,40696.74,0.63,4.11,0.59,0.04,1.27,0.46,tumor
2745,3191,12646.48,40847.36,0.02,2.43,0.0,0.42,1.03,0.4,tumor
2746,3192,12547.25,40650.13,0.32,1.1,0.27,0.12,1.16,0.0,tumor
2747,3193,12470.7,41042.55,0.13,3.25,0.0,0.21,0.42,0.74,tumor
2748,3194,12722.02,41097.08,0.13,0.44,0.02,0.0,0.0,0.04,stroma
2749,3195,12541.34,40895.39,0.1,3.39,0.2,0.03,0.0,0.38,tumor
2750,3197,12679.36,41064.93,0.09,2.68,0.0,0.11,0.0,1.01,tumor
2751,3198,12622.05,40918.99,0.0,2.86,0.37,0.43,0.95,0.45,tumor
2752,3199,12597.27,40832.76,0.0,0.23,0.2,0.29,0.34,0.5,stroma
2753,3200,12559.84,40682.21,0.19,1.46,0.08,0.27,0.0,0.61,tumor
2754,3201,12767.97,40758.21,0.21,2.88,0.0,0.46,0.0,0.0,tumor
2755,3202,12698.5,40712.35,0.0,2.98,0.2,0.0,0.36,0.0,tumor
2756,3203,12549.49,41138.88,0.0,2.74,0.0,0.17,0.0,0.88,tumor
2757,3204,12695.06,40677.66,0.0,1.32,0.24,0.0,0.0,0.73,tumor
2758,3205,12634.35,41057.46,0.0,2.79,0.0,0.22,0.0,0.0,tumor
2759,3206,12558.67,40663.72,0.0,2.05,0.07,0.13,0.0,0.14,tumor
2760,3207,12754.21,40790.43,0.0,2.59,0.04,0.18,0.0,0.73,tumor
2761,3209,12549.5,41111.08,0.0,3.71,0.32,0.26,0.0,0.15,tumor
2762,3210,12452.8,41039.04,0.58,1.4,0.0,0.18,0.0,0.16,tumor
2763,3211,12626.94,40941.37,0.0,1.28,0.0,0.0,0.91,0.63,tumor
2764,3212,12724.34,40781.86,0.0,4.55,0.63,0.08,0.2,0.0,tumor
2765,3213,12819.46,40824.86,0.19,0.39,0.0,0.0,0.0,0.3,tumor
2766,3214,12566.18,41065.77,0.0,3.11,0.6,0.0,0.17,0.46,tumor
2767,3215,12538.78,41137.8,0.38,1.93,0.29,0.06,0.0,1.15,tumor
2768,3216,12565.29,40909.07,0.93,2.52,0.0,0.49,0.54,0.21,tumor
2769,3217,12526.41,41124.22,0.0,2.07,0.0,0.1,0.0,0.99,tumor
2770,3218,12595.68,40924.47,0.0,2.28,0.27,0.28,0.0,0.12,tumor
2771,3219,12671.23,41105.1,0.14,1.81,0.0,0.01,0.79,0.35,tumor
2772,3220,12452.64,41016.75,0.0,1.52,0.0,0.34,1.31,0.52,tumor
2773,3221,12575.0,41060.55,0.0,2.98,0.0,0.17,0.19,0.53,tumor
2774,3222,12690.47,40800.47,0.54,0.9,0.62,0.28,0.86,0.39,stroma
2775,3223,12596.36,41075.75,0.0,3.3,0.0,0.01,0.0,0.52,tumor
2776,3224,12567.1,41085.11,0.0,2.85,0.0,0.0,0.0,0.78,tumor
2777,3225,12620.92,40647.42,0.0,1.1,0.0,0.0,0.0,0.0,stroma
2778,3226,12616.72,41180.18,0.0,2.6,0.59,0.08,0.0,0.33,tumor
2779,3227,12633.77,41229.92,0.0,2.31,0.03,0.13,1.13,0.0,tumor
2780,3228,12498.8,41103.02,0.0,3.14,0.02,0.21,0.03,0.35,tumor
2781,3229,12650.87,41196.36,0.0,0.3,0.0,0.32,0.0,0.16,tumor
2782,3230,12511.03,40690.61,0.51,4.33,0.01,0.16,0.47,0.04,tumor
2783,3231,12479.01,41080.64,0.29,3.72,0.0,0.24,0.2,0.82,tumor
2784,3232,12613.74,41217.14,0.21,2.6,0.0,0.36,0.27,0.8,tumor
2785,3233,12704.75,40790.53,0.0,4.56,0.0,0.0,0.0,0.34,tumor
2786,3234,12666.8,40664.68,0.0,4.52,0.15,0.35,0.43,0.55,tumor
2787,3235,12670.41,40718.24,0.0,0.48,0.24,0.36,0.1,0.2,stroma
2788,3236,12566.43,41089.53,0.0,2.64,0.0,0.49,0.62,0.56,tumor
2789,3237,12767.16,40796.62,0.19,3.55,0.59,0.3,0.75,0.12,tumor
2790,3238,12671.98,41065.22,0.0,3.86,0.2,0.05,0.0,0.59,tumor
2791,3239,12585.51,41102.31,0.0,3.01,0.0,0.08,0.0,0.65,tumor
2792,3240,12445.22,41067.47,0.0,2.65,0.0,0.11,0.17,0.0,tumor
2793,3241,12649.22,40665.43,0.4,2.45,0.33,0.33,0.95,0.31,tumor
2794,3242,12526.95,40780.9,0.04,2.81,0.0,0.22,0.54,0.0,tumor
2795,3243,12699.17,40682.12,0.0,1.52,0.0,0.22,0.8,0.0,tumor
2796,3244,12596.4,41054.53,0.34,3.81,0.0,0.22,0.0,0.87,tumor
2797,3245,12518.59,40748.73,0.07,1.99,0.41,0.0,0.0,0.35,tumor
2798,3246,12438.88,41049.01,0.22,4.37,0.21,0.0,0.0,0.61,tumor
2799,3247,12411.13,40662.84,0.0,0.65,0.15,0.23,0.45,0.0,tumor
2800,3248,12767.28,41092.78,0.0,0.02,0.56,0.04,0.0,0.0,stroma
2801,3249,12698.84,40701.61,0.01,3.31,0.0,0.04,0.0,0.3,tumor
2802,3250,12567.57,41013.41,0.18,0.55,0.26,0.24,0.66,0.46,tumor
2803,3251,12617.56,40943.67,0.09,3.06,0.0,0.15,0.74,0.2,tumor
2804,3252,12704.86,41055.1,0.25,1.13,0.29,0.26,0.36,0.58,tumor
2805,3253,12660.57,41059.22,0.0,2.25,0.0,0.0,0.07,0.73,tumor
2806,3254,12634.68,41046.36,0.0,2.3,0.0,0.0,0.0,0.08,tumor
2807,3255,12447.26,41243.34,0.24,1.09,0.05,0.04,0.0,0.0,stroma
2808,3256,12413.43,40667.79,0.0,1.08,0.21,0.0,1.11,0.62,tumor
2809,3257,12456.27,41047.15,0.0,2.7,0.0,0.12,0.0,0.0,tumor
2810,3258,12399.75,40679.88,0.13,1.19,0.25,0.1,0.0,0.23,tumor
2811,3259,12644.12,40844.64,0.51,1.89,0.0,0.12,0.0,0.19,tumor
2812,3260,12633.86,40695.5,0.73,2.55,0.46,0.38,0.0,0.67,tumor
2813,3261,12420.21,40851.16,0.0,2.46,0.23,0.1,0.01,0.31,tumor
2814,3262,12475.44,41091.98,0.0,4.16,0.0,1.03,0.43,0.45,tumor
2815,3263,12655.83,41198.31,0.0,3.01,0.33,0.0,0.41,0.17,tumor
2816,3264,12563.94,40711.14,0.04,3.38,0.0,0.19,0.73,0.45,tumor
2817,3265,12804.36,40785.29,0.0,1.43,0.0,0.0,0.96,0.0,tumor
2818,3266,12405.13,40839.17,0.06,2.28,0.76,0.09,0.0,0.05,tumor
2819,3267,12526.91,40709.14,0.14,1.72,0.0,0.0,0.07,0.58,tumor
2820,3268,12487.03,41103.49,0.7,3.84,0.16,0.19,0.07,0.7,tumor
2821,3269,12563.68,41166.0,0.0,1.44,0.16,0.0,0.16,0.0,tumor
2822,3270,12514.96,40754.47,0.19,3.16,0.43,0.32,0.78,0.56,tumor
2823,3271,12514.09,40709.34,0.0,2.6,0.0,0.0,0.0,0.65,tumor
2824,3272,12631.31,41070.07,0.0,3.13,0.0,0.11,0.0,0.98,tumor
2825,3274,12390.67,40682.73,0.4,3.66,0.0,0.0,0.23,1.12,tumor
2826,3275,12607.66,41203.5,0.02,2.78,0.25,0.6,0.56,0.0,tumor
2827,3276,12626.66,40687.83,0.0,3.52,0.14,0.35,0.36,0.89,tumor
2828,3277,12670.69,41224.89,0.2,3.25,0.0,0.09,0.5,0.0,tumor
2829,3278,12559.81,41156.56,0.02,1.33,0.04,0.0,0.53,0.2,tumor
2830,3279,12741.5,40778.96,0.63,2.48,0.07,0.16,0.0,0.0,tumor
2831,3280,12628.44,41181.85,0.07,0.35,0.37,0.58,0.0,0.3,tumor
2832,3281,12487.39,41157.19,0.0,0.24,0.0,0.16,1.03,0.23,stroma
2833,3282,12770.96,41130.18,0.0,0.53,0.0,0.0,0.0,0.09,stroma
2834,3283,12786.14,41091.89,0.0,0.01,0.31,0.0,0.0,0.0,stroma
2835,3284,12574.53,40780.07,0.36,2.64,0.0,0.01,0.85,0.97,tumor
2836,3285,12494.44,40659.73,0.07,7.87,0.0,0.26,0.12,0.34,tumor
2837,3286,12660.16,40718.2,0.65,0.4,0.53,0.02,0.18,0.32,stroma
2838,3287,12699.4,41073.37,0.03,1.54,0.43,0.15,0.0,0.57,tumor
2839,3288,12569.58,41061.92,0.22,2.94,0.0,0.0,0.0,0.73,tumor
2840,3289,12560.05,40813.08,0.62,3.49,0.24,0.18,0.1,0.21,tumor
2841,3290,12460.26,41231.4,0.0,0.18,0.27,0.0,0.24,0.71,stroma
2842,3291,12555.75,41078.18,0.0,2.72,0.19,0.29,0.09,0.0,tumor
2843,3292,12561.54,40701.48,0.0,7.2,0.0,0.0,1.07,0.28,tumor
2844,3293,12703.69,41075.55,0.17,1.78,0.45,0.0,0.0,0.31,tumor
2845,3294,12643.12,40817.18,0.05,7.07,0.0,0.22,0.55,1.0,tumor
2846,3295,12438.43,41020.56,0.16,2.43,0.0,0.06,0.85,0.09,tumor
2847,3296,12607.35,41077.96,0.52,3.36,0.54,0.25,0.0,0.13,tumor
2848,3297,12512.31,41084.54,0.46,2.39,0.0,0.48,0.03,0.56,tumor
2849,3298,12605.66,41224.26,0.0,2.16,0.0,0.11,0.0,0.54,tumor
2850,3299,12653.01,40730.76,0.28,0.2,0.0,0.04,0.48,0.43,stroma
2851,3300,12726.78,40760.71,0.37,0.24,0.0,0.0,0.21,0.0,tumor
2852,3301,12847.52,40672.18,0.37,0.65,0.0,0.04,0.0,0.0,stroma
2853,3302,12452.26,41027.18,0.0,1.47,0.38,0.0,0.43,0.26,tumor
2854,3303,12662.06,41059.37,0.12,2.86,0.25,0.21,0.3,0.01,tumor
2855,3304,12835.98,40689.7,0.38,0.48,0.0,0.03,0.0,0.54,stroma
2856,3305,12603.2,41110.6,0.0,1.17,0.17,0.0,0.78,0.0,tumor
2857,3306,12454.53,41223.66,0.0,0.81,0.0,0.13,0.0,0.65,stroma
2858,3308,12589.96,41134.38,0.54,1.07,0.24,0.01,0.39,0.04,tumor
2859,3309,12696.17,40793.26,0.0,5.22,0.57,0.32,0.0,0.32,tumor
2860,3310,12577.98,41117.88,0.0,1.94,0.0,0.19,0.12,0.0,tumor
2861,3311,12789.31,40714.26,0.25,0.97,0.0,0.09,0.0,0.33,tumor
2862,3312,12612.41,40803.7,0.0,0.26,0.12,0.18,0.0,0.05,stroma
2863,3313,12764.99,40797.42,0.13,5.52,0.21,0.35,0.09,0.48,tumor
2864,3314,12422.44,40998.02,0.0,0.47,0.0,0.13,0.0,0.5,tumor
2865,3315,12573.75,40879.1,0.0,0.18,0.27,0.14,0.0,0.52,stroma
2866,3316,12475.99,41063.1,0.03,4.01,0.79,0.55,0.32,0.29,tumor
2867,3317,12616.83,40668.02,0.38,4.61,0.0,0.0,0.0,0.0,tumor
2868,3318,12558.47,41072.4,0.0,3.49,0.21,0.13,0.0,0.64,tumor
2869,3319,12636.68,40950.72,0.06,3.85,0.11,0.16,0.03,0.0,tumor
2870,3320,12652.72,41062.07,0.33,1.81,0.0,0.0,0.0,0.16,tumor
2871,3321,12669.02,41104.7,0.0,2.69,0.0,0.33,0.0,0.48,tumor
2872,3322,12555.03,41150.05,0.0,2.5,0.0,0.32,0.0,0.4,tumor
2873,3323,12702.94,40787.98,0.32,6.18,0.0,0.12,0.6,0.87,tumor
2874,3325,12736.47,40788.52,0.15,2.23,0.0,0.03,0.0,0.0,tumor
2875,3326,12809.42,40821.27,0.0,2.92,0.0,0.15,0.83,0.72,tumor
2876,3327,12720.75,40804.79,0.13,3.27,0.3,0.16,0.12,0.25,tumor
2877,3328,12506.5,41091.56,0.0,4.11,0.0,0.65,0.0,0.21,tumor
2878,3329,12661.53,41065.73,0.0,3.28,0.35,0.23,0.01,0.19,tumor
2879,3330,12442.33,41054.92,0.73,4.04,0.07,0.17,0.23,0.62,tumor
2880,3331,12593.96,40663.74,0.0,2.6,0.53,0.6,0.0,0.24,tumor
2881,3332,12704.78,40779.3,0.0,3.97,0.27,0.38,0.46,0.27,tumor
