,cell.ID,nucleus.x,nucleus.y,PD1.score.normalized,CK.score.normalized,Ki67.score.normalized,GB.score.normalized,CD8.score.normalized,PDL1.score.normalized,tissue.type
1150,1438,13714.94,35262.73,0.07,0.03,0.03,0.54,0.26,0.16,stroma
1151,1439,13266.01,34942.04,0.72,0.71,1.85,0.34,3.68,1.34,stroma
1152,1440,13697.67,35011.84,0.01,0.17,0.77,0.1,0.09,0.0,stroma
1153,1441,13395.7,35297.88,0.03,0.01,0.0,0.0,0.0,0.0,stroma
1154,1442,13584.36,35179.18,0.0,0.07,0.0,0.0,0.0,0.22,stroma
1155,1443,13196.01,34789.68,0.2,0.5,0.23,1.11,0.28,0.54,stroma
1156,1444,13551.45,35155.18,0.03,0.11,0.0,0.0,0.0,0.06,stroma
1157,1445,13731.83,35229.47,0.06,0.16,0.03,0.0,0.0,0.32,stroma
1158,1446,13741.43,35118.27,0.14,0.07,0.0,0.24,0.0,0.59,stroma
1159,1447,13720.55,35093.97,0.28,0.2,0.0,0.04,0.89,0.22,stroma
1160,1448,13440.05,34857.11,0.34,0.56,0.34,0.27,8.01,2.18,stroma
1161,1449,13748.99,35291.08,0.0,0.08,0.0,0.0,0.16,0.0,stroma
1162,1450,13564.05,34994.85,0.1,0.0,0.03,1.68,0.0,0.12,stroma
1163,1451,13376.09,35237.63,0.04,0.0,0.21,0.0,0.0,0.1,stroma
1164,1452,13705.55,34952.75,0.09,0.01,0.37,0.0,0.23,0.3,stroma
1165,1453,13697.39,35303.32,0.05,0.14,0.0,0.23,0.0,0.12,stroma
1166,1454,13570.08,35105.61,0.04,0.07,0.0,0.45,0.5,0.49,stroma
1167,1455,13762.25,35255.61,0.05,0.07,0.0,0.46,0.1,0.25,stroma
1168,1456,13510.46,34891.64,0.56,0.57,0.64,0.5,0.45,1.76,stroma
1169,1457,13308.37,34800.92,0.01,0.08,0.55,0.0,0.08,0.0,stroma
1170,1458,13342.54,35235.62,0.05,0.03,0.0,0.85,0.19,0.0,stroma
1171,1459,13633.9,35026.46,0.06,0.14,0.0,0.72,0.36,0.0,stroma
1172,1460,13588.78,34854.86,0.18,0.0,0.31,0.85,0.01,0.54,stroma
1173,1461,13533.96,34910.88,0.07,0.42,0.14,0.02,0.19,0.86,stroma
1174,1462,13592.0,35079.92,0.11,0.01,0.22,0.0,0.38,0.0,stroma
1175,1463,13498.84,34828.24,0.44,2.6,4.2,0.0,0.21,0.91,tumor
1176,1464,13697.81,35036.95,0.02,0.06,0.22,0.0,0.0,0.05,stroma
1177,1465,13651.14,34903.11,0.0,0.03,0.26,0.28,0.33,0.0,stroma
1178,1466,13333.84,35186.86,0.03,0.07,0.0,0.56,0.0,0.0,stroma
1179,1467,13634.81,35281.79,0.0,0.06,0.38,1.28,0.0,0.19,stroma
1180,1468,13734.34,34973.22,0.02,0.05,0.0,0.0,0.19,0.0,stroma
1181,1469,13676.19,34735.46,0.08,0.1,0.26,0.68,0.01,0.24,stroma
1182,1470,13413.2,35310.23,0.05,0.02,0.34,0.29,0.0,0.0,stroma
1183,1471,13475.56,35146.01,0.08,0.08,0.26,0.0,0.0,0.04,stroma
1184,1472,13577.75,35009.91,0.03,0.0,0.0,0.24,0.39,0.19,stroma
1185,1473,13482.65,34802.11,0.4,1.89,7.77,0.75,0.81,1.38,stroma
1186,1474,13728.58,35107.42,0.11,0.13,0.48,0.15,0.0,0.38,stroma
1187,1475,13515.45,35217.7,0.01,0.02,0.16,0.21,0.0,0.0,stroma
1188,1476,13495.31,34730.43,0.05,0.07,0.0,0.45,0.0,0.14,stroma
1189,1477,13596.47,35124.08,0.0,0.0,0.25,0.0,0.23,0.16,stroma
1190,1478,13698.66,35066.13,0.05,0.12,0.47,0.47,0.0,0.38,stroma
1191,1479,13393.23,35221.47,0.02,0.0,0.0,0.0,0.44,0.04,stroma
1192,1481,13497.05,35232.6,0.04,0.0,0.0,0.04,0.36,0.16,stroma
1193,1482,13393.51,35111.02,0.0,0.1,0.0,0.0,0.01,0.13,stroma
1194,1483,13708.07,35176.68,0.03,0.11,0.0,0.0,0.31,0.0,stroma
1195,1484,13677.46,34742.89,0.03,0.05,0.0,0.0,0.34,0.0,stroma
1196,1485,13540.57,35048.93,0.05,0.13,0.1,0.0,0.48,0.05,stroma
1197,1486,13712.46,35050.24,0.21,0.28,4.31,0.19,0.54,0.83,stroma
1198,1487,13709.28,34864.89,0.03,0.0,0.16,0.0,0.19,0.43,stroma
1199,1488,13654.67,35319.43,0.02,0.02,0.39,0.41,0.0,0.0,stroma
1200,1489,13366.3,35317.5,0.07,0.0,0.0,0.0,0.14,0.08,stroma
1201,1490,13763.34,34936.27,0.0,0.0,0.0,0.55,0.15,0.0,stroma
1202,1491,13447.99,34807.2,0.0,0.08,0.0,0.14,0.0,0.0,stroma
1203,1492,13628.66,35133.58,0.01,0.05,0.25,1.29,0.2,0.0,stroma
1204,1493,13616.3,35160.69,0.04,0.16,0.14,0.51,0.07,0.0,stroma
1205,1494,13312.11,35294.51,0.03,0.05,0.14,0.0,0.27,0.28,stroma
1206,1495,13473.57,34813.68,0.09,0.34,0.0,0.0,0.56,0.44,stroma
1207,1496,13270.88,35307.71,0.0,0.0,0.35,0.21,0.23,0.42,stroma
1208,1497,13725.51,35224.78,0.08,0.27,0.0,0.51,0.0,0.24,stroma
1209,1498,13410.97,35184.71,0.0,0.0,0.04,0.0,0.0,0.0,stroma
1210,1499,13752.92,35272.58,0.06,0.22,0.0,0.0,0.0,0.29,stroma
1211,1500,13685.41,34791.01,0.02,0.06,0.12,0.08,0.0,0.19,stroma
1212,1501,13735.16,34884.75,0.02,0.08,0.08,0.17,0.38,0.17,stroma
1213,1502,13673.38,34947.7,0.05,0.08,0.0,0.0,0.0,0.0,stroma
1214,1503,13757.26,34753.33,0.4,0.21,2.18,1.25,0.4,0.48,stroma
1215,1504,13471.21,35110.18,0.05,0.05,0.35,0.0,0.58,0.31,stroma
1216,1505,13485.55,35209.56,0.1,0.0,0.09,0.09,0.02,0.11,stroma
1217,1506,13455.39,35270.23,0.03,0.0,0.0,0.26,0.0,0.19,stroma
1218,1507,13738.89,35054.13,0.13,0.17,0.0,0.09,0.11,0.48,stroma
1219,1508,13621.8,35093.75,0.09,0.1,0.44,1.29,0.0,0.0,stroma
1220,1509,13277.25,35209.63,0.14,0.0,0.18,0.0,0.61,0.29,stroma
1221,1510,13640.53,35268.04,0.02,0.12,0.48,0.32,0.16,0.0,stroma
1222,1511,13562.22,34866.8,0.19,0.13,0.76,0.0,0.0,0.6,stroma
1223,1512,13417.72,35305.68,0.04,0.01,0.0,0.08,0.36,0.16,stroma
1224,1513,13673.26,35243.26,0.05,0.0,0.0,0.11,0.0,0.0,stroma
1225,1514,13700.57,35310.76,0.04,0.23,0.62,0.84,0.17,0.46,stroma
1226,1515,13720.23,34896.0,0.05,0.2,0.13,0.0,0.26,0.0,stroma
1227,1516,13471.84,35136.84,0.02,0.05,0.0,0.0,0.01,0.21,stroma
1228,1517,13561.32,35142.21,0.0,0.0,0.05,0.0,0.0,0.33,stroma
1229,1518,13742.79,34765.38,0.01,0.02,0.0,0.72,0.36,0.0,stroma
1230,1519,13615.2,34811.02,0.01,0.0,0.01,0.0,0.1,0.0,stroma
1231,1520,13597.38,34902.23,0.75,3.23,2.67,1.94,0.75,2.46,tumor
1232,1521,13381.73,35122.54,0.0,0.13,0.0,0.0,0.25,0.0,stroma
1233,1522,13748.95,35223.13,0.1,0.18,0.01,0.0,0.0,1.18,stroma
1234,1523,13577.65,35016.8,0.03,0.13,0.0,0.0,0.06,0.04,stroma
1235,1524,13680.9,34982.4,0.04,0.02,0.03,0.0,0.0,0.1,stroma
1236,1525,13765.15,34979.29,0.05,0.08,0.34,0.84,0.0,0.0,stroma
1237,1526,13666.41,34920.33,0.2,0.44,2.52,0.67,0.28,0.28,stroma
1238,1527,13644.46,34953.76,0.35,0.46,0.0,0.51,0.84,0.96,stroma
1239,1528,13489.55,34819.69,0.55,0.53,3.58,1.06,3.44,2.0,stroma
1240,1529,13638.72,34880.29,0.02,0.03,0.0,0.12,0.0,0.16,stroma
1241,1530,13704.9,35189.06,0.06,0.14,0.0,0.68,0.32,0.0,stroma
1242,1531,13444.67,35303.12,0.0,0.05,0.49,0.09,0.0,0.0,stroma
1243,1532,13220.39,35035.71,0.02,0.17,0.0,0.0,0.33,0.16,stroma
1244,1533,13518.45,35002.25,0.0,0.07,0.0,0.35,0.0,0.0,stroma
1245,1534,13557.9,35109.92,0.07,0.0,0.0,0.63,0.0,0.04,stroma
1246,1535,13315.97,35287.12,0.02,0.01,0.0,0.0,0.23,0.1,stroma
1247,1536,13620.95,35292.6,0.0,0.05,0.39,0.5,0.39,0.0,stroma
1248,1537,13559.9,35052.44,0.0,0.0,0.12,0.12,0.14,0.0,stroma
1249,1538,13532.35,35116.98,0.02,0.13,0.23,0.0,0.86,0.07,stroma
1250,1539,13535.85,34748.7,0.12,0.0,0.0,0.0,0.21,0.28,stroma
1251,1540,13717.15,34973.18,0.03,0.0,0.0,0.12,0.0,0.0,stroma
1252,1541,13250.06,35279.53,0.06,0.07,0.0,0.14,0.0,0.05,stroma
1253,1542,13499.94,34850.56,0.16,0.52,0.22,0.49,1.44,0.24,stroma
1254,1543,13628.86,34945.18,1.67,6.16,2.22,0.33,0.58,3.6,tumor
1255,1544,13632.5,34989.94,0.04,0.05,0.0,0.15,0.04,0.16,stroma
1256,1545,13525.75,34898.63,0.13,0.32,0.16,0.0,0.0,1.45,stroma
1257,1546,13508.52,34749.62,0.01,0.01,0.39,0.64,0.0,0.0,stroma
1258,1547,13719.6,35099.87,0.17,0.2,0.07,0.72,0.45,0.33,stroma
1259,1548,13463.89,35214.07,0.05,0.06,0.08,0.45,0.0,0.08,stroma
1260,1549,13753.67,34986.05,0.21,0.02,0.21,0.21,0.0,0.15,stroma
1261,1550,13702.47,34967.3,0.04,0.0,0.0,0.0,0.04,0.04,stroma
1262,1551,13653.62,34765.32,0.08,0.08,0.34,0.44,0.21,0.44,stroma
1263,1552,13554.61,34920.81,0.28,4.1,0.6,0.35,0.12,0.6,tumor
1264,1553,13693.73,35302.74,0.02,0.12,0.0,0.52,0.16,0.09,stroma
1265,1554,13684.19,34882.25,0.0,0.15,0.2,0.04,0.21,0.0,stroma
1266,1555,13661.01,35248.03,0.06,0.19,0.25,0.64,0.17,0.25,stroma
1267,1556,13617.61,34977.16,0.07,0.2,0.0,0.29,0.29,0.27,stroma
1268,1557,13548.82,35104.26,0.0,0.05,0.1,0.51,0.05,0.08,stroma
1269,1558,13596.92,35153.6,0.05,0.03,0.0,0.26,0.23,0.12,stroma
1270,1559,13607.31,35132.7,0.05,0.0,0.55,0.15,0.15,0.13,stroma
1271,1560,13296.84,35290.74,0.03,0.0,0.0,1.38,0.42,0.02,stroma
1272,1561,13739.09,35215.02,0.0,0.15,0.43,0.44,0.0,0.0,stroma
1273,1562,13532.24,35182.85,0.08,0.23,0.0,0.0,5.45,0.43,stroma
1274,1563,13580.95,34932.85,0.38,0.53,0.85,0.71,0.07,0.48,stroma
1275,1564,13508.1,35277.4,0.02,0.0,0.48,0.0,0.25,0.13,stroma
1276,1565,13631.66,35213.42,0.02,0.08,0.0,0.63,0.19,0.0,stroma
1277,1566,13757.4,35265.78,0.08,0.08,0.0,0.94,0.0,0.02,stroma
1278,1567,13390.3,35256.16,0.05,0.04,0.23,0.2,0.27,0.2,stroma
1279,1568,13278.81,35226.91,0.12,0.07,0.31,0.81,0.96,0.03,stroma
1280,1569,13533.14,35180.03,0.2,0.06,0.0,0.0,0.65,0.23,stroma
1281,1570,13305.82,35318.32,0.01,0.0,0.44,0.0,0.0,0.2,stroma
1282,1571,13710.69,35233.9,0.05,0.21,0.0,0.11,0.18,0.0,stroma
1283,1572,13617.05,35274.17,0.0,0.04,0.0,0.47,0.14,0.0,stroma
1284,1573,13419.09,35258.73,0.01,0.06,0.0,0.0,0.0,0.22,stroma
1285,1574,13593.64,34917.19,0.55,6.63,0.34,0.0,0.3,1.48,tumor
1286,1575,13528.89,35217.06,0.03,0.0,0.0,0.0,0.0,0.0,stroma
1287,1576,13465.72,35203.72,0.0,0.0,0.0,0.04,0.31,0.12,stroma
1288,1577,13756.68,34984.42,0.05,0.13,0.1,0.41,0.0,0.0,stroma
1289,1578,13419.23,35394.12,0.01,0.0,0.33,0.12,0.4,0.17,stroma
1290,1579,13369.73,35325.41,0.43,0.01,0.12,0.95,0.08,0.28,stroma
1291,1580,13423.9,35712.45,0.03,0.02,0.15,0.23,0.0,0.16,stroma
1292,1581,13420.37,35376.27,0.04,0.0,0.0,0.0,0.25,0.0,stroma
1293,1582,13566.05,35596.99,0.02,0.27,0.0,0.0,0.59,0.73,stroma
1294,1583,13681.56,35570.5,0.0,0.0,0.0,0.78,0.11,0.36,stroma
1295,1584,13437.27,35540.21,0.05,0.23,0.0,0.05,0.0,0.53,stroma
1296,1585,13378.84,35747.28,0.0,0.01,0.08,0.0,0.0,0.27,stroma
1297,1586,13375.64,35332.34,0.11,0.0,0.0,0.0,1.15,0.25,stroma
1298,1587,13648.04,35406.65,0.04,0.03,0.12,0.0,0.0,0.38,stroma
1299,1588,13549.18,35410.24,0.0,0.01,0.06,0.19,0.0,0.07,stroma
1300,1589,13529.7,35575.07,0.06,0.26,0.0,0.48,0.17,0.69,stroma
1301,1590,13616.3,35838.29,0.05,0.12,0.0,0.0,0.0,0.25,stroma
1302,1591,13540.24,35570.81,0.04,0.26,0.42,1.21,0.06,0.5,stroma
1303,1592,13309.68,35376.78,0.82,1.18,0.33,0.0,0.3,1.38,stroma
1304,1593,13614.34,35746.9,0.02,0.02,0.0,0.09,0.0,0.01,stroma
1305,1594,13538.1,35492.97,0.12,0.34,0.43,0.0,4.37,0.8,stroma
1306,1595,13570.6,35669.1,0.11,0.21,0.0,0.01,0.17,0.41,stroma
1307,1596,13441.15,35874.72,0.02,0.0,0.6,0.0,0.0,0.31,stroma
1308,1597,13531.19,35542.64,0.22,0.35,0.33,0.28,1.18,0.96,stroma
1309,1598,13489.63,35500.89,0.0,0.07,0.07,0.0,0.65,0.0,stroma
1310,1599,13564.17,35746.84,0.2,0.29,0.36,0.01,0.0,0.49,stroma
1311,1600,13724.0,35379.86,0.03,0.0,0.0,0.36,0.07,0.02,stroma
1312,1601,13719.18,35343.22,0.0,0.0,0.0,0.0,0.14,0.0,stroma
1313,1602,13637.66,35348.91,0.0,0.06,0.16,0.12,0.0,0.03,stroma
1314,1603,13491.51,35451.47,0.03,0.0,0.26,0.0,0.4,0.2,stroma
1315,1604,13429.75,35653.93,0.66,0.11,1.17,1.81,0.0,0.12,stroma
1316,1605,13350.15,35375.45,0.2,0.0,0.56,0.0,1.36,0.47,stroma
1317,1606,13444.01,35554.89,0.01,0.16,0.04,0.0,0.0,0.0,stroma
1318,1607,13575.0,35623.77,0.24,0.8,0.37,5.75,0.05,0.97,stroma
1319,1608,13756.34,35354.32,0.09,0.0,0.0,0.21,0.0,0.15,stroma
1320,1609,13427.72,35363.65,0.08,0.04,0.0,0.0,0.38,0.18,stroma
1321,1610,13686.36,35412.7,0.0,0.0,0.23,0.0,0.1,0.22,stroma
1322,1611,13718.19,35351.37,0.0,0.0,0.0,0.09,0.0,0.0,stroma
1323,1612,13667.67,35693.51,0.0,0.0,0.0,1.1,0.0,0.0,stroma
1324,1613,13444.95,35406.65,0.06,0.03,0.0,0.0,0.0,0.34,stroma
1325,1614,13446.39,35375.92,0.0,0.03,0.0,0.0,0.0,0.0,stroma
1326,1615,13545.74,35662.86,0.18,0.21,0.27,0.0,5.69,0.63,stroma
1327,1616,13635.19,35393.74,0.0,0.0,0.0,0.01,0.03,0.11,stroma
1328,1617,13692.91,35741.4,0.19,0.24,1.89,0.61,0.41,0.6,stroma
1329,1618,13447.44,35610.91,0.06,0.0,0.16,0.69,0.42,0.03,stroma
1330,1619,13510.64,35482.36,0.1,0.24,0.08,0.3,0.0,0.31,stroma
1331,1620,13653.05,35666.89,0.0,0.02,0.16,0.04,0.25,0.04,stroma
1332,1621,13527.48,35721.58,0.0,0.0,0.0,0.08,0.24,0.0,stroma
1333,1622,13502.16,35696.03,0.03,0.0,0.0,0.0,0.07,0.09,stroma
1334,1623,13184.64,35491.21,0.05,0.11,0.54,1.21,0.0,0.0,stroma
1335,1624,13435.76,35816.71,0.01,0.0,0.14,0.0,0.07,0.05,stroma
1336,1625,13442.9,35537.31,0.02,0.0,0.5,1.26,0.37,0.27,stroma
1337,1626,13695.56,35430.55,0.03,0.08,0.0,0.32,0.09,0.0,stroma
1338,1627,13226.47,35808.98,0.04,0.04,0.0,0.0,0.0,0.26,stroma
1339,1628,13281.81,35803.09,0.0,0.0,0.0,0.44,0.32,0.05,stroma
1340,1629,13430.72,35440.7,0.03,0.22,0.36,0.7,0.0,0.0,stroma
1341,1630,13491.34,35507.83,0.07,0.07,0.0,0.61,0.32,0.06,stroma
1342,1631,13435.69,35523.54,0.03,0.18,0.07,0.0,0.38,0.0,stroma
1343,1632,13507.14,35674.87,0.23,0.17,0.0,0.08,0.33,0.17,stroma
1344,1633,13218.51,35360.01,0.05,0.11,0.0,0.76,0.0,0.05,stroma
1345,1634,13719.26,35333.53,0.04,0.01,0.0,0.11,0.0,0.16,stroma
1346,1635,13742.5,35559.01,0.19,0.0,0.0,0.66,0.0,0.1,stroma
1347,1636,13368.71,35386.64,0.03,0.04,0.45,0.21,0.79,0.0,stroma
1348,1637,13746.3,35685.06,0.23,0.09,1.58,0.0,0.96,0.66,stroma
1349,1638,13639.73,35684.3,0.02,0.0,0.0,0.0,0.0,0.33,stroma
1350,1639,13548.55,35680.92,0.13,0.23,0.0,0.63,0.12,0.38,stroma
1351,1640,13597.2,35401.67,0.06,0.0,0.0,0.0,0.08,0.0,stroma
1352,1641,13190.66,35561.39,0.02,0.0,0.51,0.61,0.42,0.01,stroma
1353,1642,13390.28,35344.15,0.06,0.32,0.0,0.56,0.06,0.17,stroma
1354,1643,13419.15,35409.52,0.03,0.07,0.28,0.0,0.0,0.23,stroma
1355,1644,13428.34,35435.09,0.06,0.18,0.24,0.19,0.37,0.32,stroma
1356,1645,13611.85,35769.49,0.03,0.02,0.28,0.24,0.21,0.03,stroma
1357,1646,13528.96,35631.23,0.12,0.47,0.0,0.0,0.14,1.11,stroma
1358,1647,13728.33,35628.64,0.1,0.24,0.12,0.0,0.0,0.95,stroma
1359,1648,13732.89,35443.88,0.05,0.0,0.41,0.0,0.12,0.0,stroma
1360,1649,13685.91,35644.23,0.0,0.0,0.0,0.06,0.39,0.22,stroma
1361,1650,13543.43,35662.63,0.1,0.35,5.09,0.27,0.22,0.56,stroma
1362,1651,13387.85,35565.95,0.26,0.17,0.38,0.0,0.09,0.64,stroma
1363,1652,13735.98,35366.72,0.02,0.05,0.33,0.84,0.12,0.04,stroma
1364,1653,13435.58,35637.18,0.01,0.08,0.51,0.28,0.23,0.07,stroma
1365,1654,13552.74,35846.91,0.05,0.22,0.55,0.0,0.06,0.0,stroma
1366,1655,13703.57,35775.32,0.15,0.36,0.1,0.39,0.24,0.22,stroma
1367,1656,13729.87,35724.81,0.17,0.49,0.0,0.31,0.37,1.41,stroma
1368,1657,13737.66,35504.29,0.04,0.11,0.41,0.0,1.22,0.1,stroma
1369,1658,13464.51,35497.22,0.1,0.08,0.0,1.1,0.0,0.0,stroma
1370,1659,13612.35,35374.02,0.0,0.04,0.07,0.95,0.08,0.22,stroma
1371,1660,13696.18,35756.59,0.26,0.55,0.37,0.0,0.0,0.71,stroma
1372,1661,13724.78,35395.73,0.0,0.0,0.0,0.62,0.0,0.02,stroma
1373,1662,13562.39,35619.92,0.43,0.83,0.5,5.68,1.5,1.47,stroma
1374,1663,13258.31,35378.27,0.26,0.27,0.0,0.82,2.75,0.42,stroma
1375,1664,13581.11,35354.95,0.01,0.0,0.0,0.37,0.0,0.0,stroma
1376,1665,13426.78,35506.12,0.03,0.07,0.47,0.37,0.0,0.0,stroma
1377,1666,13597.48,35469.73,0.0,0.0,0.0,1.06,0.5,0.0,stroma
1378,1667,13366.01,35561.24,0.28,0.28,0.25,0.18,1.75,1.19,stroma
1379,1668,13543.95,35540.43,0.24,0.37,0.0,0.51,0.05,0.74,stroma
1380,1669,13617.41,35548.53,0.04,0.02,0.26,0.22,0.0,0.0,stroma
1381,1670,13577.11,35720.76,0.03,0.03,0.0,0.06,0.48,0.16,stroma
1382,1671,13467.08,35509.46,0.11,0.15,0.0,2.18,0.0,0.33,stroma
1383,1672,13743.42,35674.85,0.18,0.53,0.0,0.03,0.53,1.06,stroma
1384,1673,13703.3,35376.73,0.21,2.0,3.81,0.16,0.21,0.89,tumor
1385,1674,13641.33,35672.52,0.0,0.14,0.03,0.51,0.0,0.12,stroma
1386,1675,13427.04,35482.74,0.01,0.04,0.0,0.08,0.0,0.01,stroma
1387,1676,13639.3,35850.85,0.11,0.08,0.0,0.7,0.46,0.0,stroma
1388,1677,13394.06,35704.16,0.1,0.09,0.25,0.0,0.28,0.35,stroma
1389,1678,13437.72,35395.13,0.06,0.06,0.25,0.1,0.04,0.0,stroma
1390,1679,13724.73,35435.97,0.01,0.0,0.59,0.26,0.0,0.0,stroma
1391,1680,13556.51,35373.12,0.03,0.16,0.09,0.0,0.27,0.0,stroma
1392,1681,13570.73,35561.45,0.0,0.05,0.0,0.44,0.21,0.0,stroma
1393,1682,13757.53,35622.32,0.03,0.03,0.07,0.0,0.43,0.0,stroma
1394,1683,13503.7,35777.05,0.0,0.03,0.52,0.0,0.24,0.0,stroma
1395,1684,13654.3,35798.91,0.01,0.15,0.3,0.0,0.0,0.3,stroma
1396,1685,13383.18,35442.08,0.09,0.06,0.04,0.41,0.27,0.0,stroma
1397,1686,13509.44,35446.5,0.31,0.42,0.24,0.08,0.34,0.53,stroma
1398,1687,13441.97,35628.34,0.04,0.04,0.21,0.17,0.32,0.0,stroma
1399,1688,13375.78,35736.67,0.0,0.0,0.0,0.0,0.18,0.0,stroma
1400,1689,13737.47,35467.37,0.13,0.1,0.0,0.18,0.98,1.49,stroma
1401,1690,13739.6,35705.66,0.18,0.26,0.0,0.08,8.29,0.7,stroma
1402,1691,13457.56,35709.92,0.03,0.0,0.0,0.6,0.06,0.04,stroma
1403,1692,13363.43,35667.68,0.01,0.1,0.12,0.11,0.0,0.0,stroma
1404,1693,13743.34,35570.68,0.0,0.02,0.08,0.0,0.0,0.15,stroma
1405,1694,13533.01,35560.59,0.15,0.33,0.19,0.51,0.21,1.1,stroma
1406,1695,13454.09,35352.7,0.02,0.0,0.08,0.0,0.0,0.0,stroma
1407,1696,13621.91,35404.64,0.0,0.18,0.0,0.0,0.0,0.0,stroma
1408,1697,13727.3,35576.81,0.02,0.01,0.0,0.0,0.0,0.14,stroma
1409,1698,13524.73,35465.03,0.29,0.38,0.25,0.39,0.0,0.69,stroma
1410,1699,13626.85,35509.53,0.0,0.13,0.0,0.0,0.28,0.0,stroma
1411,1700,13362.72,35565.91,0.28,0.31,0.49,0.53,11.57,0.56,stroma
1412,1701,13443.39,35371.98,0.09,0.0,0.0,0.5,0.11,0.0,stroma
1413,1702,13287.79,35374.43,0.51,5.26,6.29,0.2,0.22,1.27,stroma
1414,1703,13681.24,35389.48,0.73,0.71,0.69,1.61,1.89,1.71,stroma
1415,1704,13391.02,35720.09,0.05,0.0,0.16,0.0,0.27,0.17,stroma
1416,1705,13237.1,35428.68,0.06,0.0,0.0,0.0,0.22,0.06,stroma
1417,1706,13454.31,35583.44,0.04,0.06,0.0,0.5,0.63,0.0,stroma
1418,1707,13458.14,35338.71,0.11,0.06,0.69,0.67,0.39,0.15,stroma
1419,1708,13477.05,35447.17,0.03,0.02,0.0,0.63,0.05,0.12,stroma
1420,1709,13397.95,35655.89,0.03,0.0,0.06,0.0,0.25,0.58,stroma
1421,1710,13376.61,35335.2,0.15,0.15,0.0,0.23,0.49,0.4,stroma
1422,1711,13717.31,35677.28,0.19,0.45,0.99,0.0,1.72,0.51,stroma
1423,1712,13721.98,35460.25,0.0,0.08,2.77,0.0,0.15,0.53,stroma
1424,1713,13425.66,35394.63,0.03,0.06,0.0,0.0,1.73,0.3,stroma
1425,1714,13365.91,35651.2,0.0,0.09,0.36,0.0,0.69,0.29,stroma
1426,1715,13451.39,35347.33,0.05,0.03,0.0,0.0,0.2,0.01,stroma
1427,1716,13502.37,35671.08,0.14,0.02,0.23,0.0,0.06,0.28,stroma
1428,1717,13707.49,35720.11,0.04,0.01,0.0,0.22,0.49,0.12,stroma
1429,1718,13448.9,35521.21,0.02,0.02,0.0,0.44,0.62,0.0,stroma
1430,1719,13651.6,35637.53,0.03,0.07,0.4,0.0,0.19,0.0,stroma
1431,1720,13256.88,35356.05,0.78,0.65,0.0,2.28,1.0,2.48,stroma
1432,1721,13622.41,35481.27,0.08,0.2,0.29,0.75,0.0,0.14,stroma
1433,1722,13742.89,35387.52,0.0,0.0,0.03,0.15,0.0,0.36,stroma
1434,1723,13678.15,35595.19,0.05,0.11,0.44,0.57,0.0,0.13,stroma
1435,1724,13542.87,35342.43,0.0,0.0,0.04,0.6,0.0,0.13,stroma
1436,1725,13616.16,35472.59,0.0,0.09,0.0,0.0,0.12,0.0,stroma
1437,1726,13545.71,35570.31,0.0,0.32,0.08,0.27,0.0,0.46,stroma
1438,1727,13604.88,35600.74,0.04,0.03,0.17,0.0,0.18,0.0,stroma
1439,1728,13631.96,35321.26,0.0,0.0,0.0,0.62,0.44,0.1,stroma
1440,1729,13495.21,35719.38,0.11,0.01,0.21,0.13,0.19,0.6,stroma
1441,1730,13389.44,35711.24,0.03,0.03,0.0,0.0,0.0,0.1,stroma
1442,1731,13408.53,35697.5,0.02,0.05,0.0,0.7,0.34,0.12,stroma
1443,1732,13643.32,35341.53,0.0,0.14,0.0,0.0,0.2,0.29,stroma
1444,1733,13374.88,35327.44,0.0,0.02,0.01,0.89,0.58,0.0,stroma
1445,1734,13630.12,35441.02,0.07,0.0,0.08,0.0,0.04,0.26,stroma
1446,1735,13682.31,35430.96,0.03,0.15,0.0,0.49,0.04,0.06,stroma
1447,1736,13403.88,35468.45,0.28,2.29,0.21,2.15,0.18,0.23,tumor
1448,1737,13521.82,35637.37,0.72,1.56,0.81,5.13,2.12,3.0,tumor
1449,1738,13236.63,35407.83,0.01,0.0,0.0,0.0,0.26,0.01,stroma
1450,1739,13599.6,35635.44,0.0,0.1,0.26,0.5,0.05,0.02,stroma
1451,1740,13583.5,35573.78,0.06,0.18,0.0,0.0,0.0,0.42,stroma
1452,1741,13479.99,35448.67,0.07,0.06,0.08,0.12,0.2,0.19,stroma
1453,1742,13426.16,35422.09,0.01,0.04,0.3,0.05,0.21,0.14,stroma
1454,1743,13401.38,35574.67,0.4,0.97,1.26,1.61,0.59,0.69,stroma
1455,1744,13549.54,35669.98,0.23,0.44,0.25,0.88,1.91,1.35,stroma
1456,1745,13596.05,35637.64,0.04,0.0,0.46,0.82,0.25,0.23,stroma
1457,1746,13372.01,35678.49,0.0,0.0,0.03,1.45,0.0,0.18,stroma
1458,1747,13465.19,35368.53,0.02,0.0,0.0,0.25,0.0,0.0,stroma
1459,1748,13552.0,35407.17,0.0,0.06,0.23,0.0,0.0,0.23,stroma
1460,1749,13726.27,35418.25,0.08,0.0,0.53,0.0,0.21,0.22,stroma
1461,1750,13450.88,35541.69,0.0,0.03,0.49,0.0,0.0,0.11,stroma
1462,1751,13333.3,35331.34,0.07,0.1,0.0,0.0,0.0,0.01,stroma
1463,1752,13457.61,35493.49,0.01,0.0,0.0,0.0,0.58,0.0,stroma
1464,1753,13372.22,35555.71,0.25,1.19,0.0,0.0,4.14,0.04,stroma
1465,1754,13505.89,35818.38,0.05,0.05,0.17,0.0,1.45,0.0,stroma
