,cell.ID,nucleus.x,nucleus.y,PD1.score.normalized,CK.score.normalized,Ki67.score.normalized,GB.score.normalized,CD8.score.normalized,PDL1.score.normalized,tissue.type
3322,3744,8959.02,45479.82,0.47,2.37,0.0,0.26,0.0,0.14,tumor
3323,3745,9135.78,45290.82,0.28,2.87,0.47,0.41,0.0,0.05,tumor
3324,3746,8818.47,45481.17,0.0,0.52,0.0,0.13,0.0,0.03,stroma
3325,3747,9197.21,45217.74,0.0,3.73,0.1,0.36,0.0,0.19,tumor
3326,3748,8803.05,45471.37,0.08,0.17,0.15,0.02,0.08,0.05,stroma
3327,3749,9312.35,45473.76,0.16,2.2,4.36,0.21,0.4,0.22,tumor
3328,3750,8831.13,45282.98,0.0,3.54,1.52,0.36,0.44,0.15,tumor
3329,3751,9317.23,45231.59,0.07,4.61,0.1,0.33,0.0,0.13,tumor
3330,3752,8924.95,45465.06,0.27,1.69,0.16,0.17,0.0,0.06,tumor
3331,3755,9061.08,45326.17,0.24,3.48,0.14,0.29,0.0,0.12,tumor
3332,3756,9012.26,45402.89,0.0,2.23,0.0,0.36,0.0,0.13,tumor
3333,3757,9281.33,45404.82,0.0,1.79,0.05,0.19,0.0,0.09,tumor
3334,3758,9273.03,45289.71,0.0,2.32,0.04,0.04,0.0,0.12,tumor
3335,3759,9324.0,45068.89,0.12,2.04,6.59,0.57,0.42,0.23,tumor
3336,3760,9271.86,45199.35,0.65,3.84,0.08,0.35,0.3,0.2,tumor
3337,3761,9104.79,45455.53,0.21,0.51,0.09,0.08,0.0,0.09,tumor
3338,3762,9294.58,45387.65,0.0,2.32,0.17,0.45,0.49,0.13,tumor
3339,3763,9337.81,45075.53,0.6,0.59,0.03,0.39,0.0,0.09,stroma
3340,3764,9019.17,45329.65,0.12,3.12,0.0,0.24,0.0,0.16,tumor
3341,3765,9221.26,45082.31,0.59,3.89,0.1,0.4,0.3,0.16,tumor
3342,3766,8944.87,45393.05,0.35,2.22,0.14,0.26,0.41,0.02,tumor
3343,3767,9232.37,45493.21,0.24,1.75,0.14,0.33,0.14,0.1,tumor
3344,3768,9064.18,45501.45,0.0,1.61,0.08,0.28,0.48,0.05,tumor
3345,3769,9221.18,45490.16,0.8,0.47,0.03,0.11,0.24,0.16,stroma
3346,3770,9069.07,45501.72,0.3,4.28,0.0,0.47,0.18,0.18,tumor
3347,3772,8946.17,45389.0,0.0,2.14,0.0,0.11,0.0,0.07,tumor
3348,3773,8946.7,45445.95,0.12,2.42,0.0,0.37,0.07,0.12,tumor
3349,3774,9136.8,45269.83,0.0,0.55,0.22,0.2,0.34,0.08,stroma
3350,3775,9213.02,44946.47,0.11,0.47,0.24,0.22,0.0,0.0,stroma
3351,3776,9165.59,45187.86,0.06,2.63,0.0,0.29,0.22,0.01,tumor
3352,3777,9107.89,45308.17,0.0,2.81,0.34,0.2,0.0,0.2,tumor
3353,3778,9202.88,45471.82,0.0,2.95,0.21,0.26,0.18,0.14,tumor
3354,3779,8889.42,45485.13,0.03,1.88,0.0,0.14,0.0,0.13,tumor
3355,3780,8841.59,45284.93,0.0,3.43,0.93,0.35,0.05,0.19,tumor
3356,3781,9149.05,45208.71,0.05,3.57,0.0,0.3,0.0,0.09,tumor
3357,3782,9308.31,45399.22,0.0,2.43,0.13,0.28,0.0,0.15,tumor
3358,3783,9301.32,45267.62,0.0,0.17,0.13,0.1,0.39,0.01,stroma
3359,3784,9283.85,45484.5,0.03,0.53,0.19,0.0,0.06,0.1,stroma
3360,3785,8805.06,45099.71,0.62,0.3,0.12,0.19,0.19,0.03,stroma
3361,3786,9138.38,45500.15,0.0,2.17,0.19,0.33,0.0,0.13,tumor
3362,3787,9264.59,45379.96,0.0,1.99,0.01,0.29,0.0,0.09,tumor
3363,3788,9191.16,45494.56,0.05,3.13,0.05,0.24,0.01,0.18,tumor
3364,3789,9260.64,45310.47,0.0,2.8,0.03,0.13,0.0,0.08,tumor
3365,3790,8968.84,45396.25,0.18,2.5,0.09,0.35,0.0,0.03,tumor
3366,3791,8951.37,45431.15,0.71,1.2,0.09,0.28,0.0,0.1,tumor
3367,3792,9304.73,44945.39,0.0,1.99,0.0,0.34,0.01,0.1,tumor
3368,3793,9164.26,45184.72,0.13,3.73,0.11,0.18,0.18,0.1,tumor
3369,3794,9251.84,45479.33,0.28,2.47,0.0,0.2,0.0,0.13,tumor
3370,3795,8934.82,45477.77,0.0,1.4,0.05,0.04,0.09,0.03,tumor
3371,3796,8964.56,45384.69,0.0,2.87,0.31,0.21,0.31,0.15,tumor
3372,3797,9275.77,45151.0,0.06,1.68,0.0,0.3,0.31,0.12,tumor
3373,3798,9101.0,45381.04,0.0,2.36,0.11,0.17,0.0,0.04,tumor
3374,3799,9075.2,45291.6,0.11,2.95,0.02,0.27,0.24,0.12,tumor
3375,3800,9287.87,45494.16,0.47,0.05,0.22,0.08,0.0,0.13,stroma
3376,3801,9157.39,45494.83,0.13,0.58,0.14,0.15,0.0,0.11,stroma
3377,3802,9208.13,45491.74,0.0,0.21,0.29,0.03,0.0,0.08,stroma
3378,3803,9256.4,45352.38,0.0,2.89,0.0,0.18,0.52,0.11,tumor
3379,3804,9078.97,45504.45,0.12,1.87,0.0,0.18,0.0,0.06,tumor
3380,3805,9248.0,45446.18,0.0,2.18,1.77,0.18,0.04,0.13,tumor
3381,3806,9276.13,45376.76,0.0,2.07,0.05,0.29,0.06,0.18,tumor
3382,3807,8810.78,44969.89,0.46,2.08,2.25,0.2,0.05,0.16,tumor
3383,3808,9070.53,45292.26,0.57,3.23,0.01,0.27,0.0,0.13,tumor
3384,3809,9176.45,45203.97,0.0,3.21,0.0,0.19,0.0,0.13,tumor
3385,3810,9266.45,45436.17,0.17,1.94,0.0,0.15,0.39,0.12,tumor
3386,3811,9164.79,45457.19,0.51,2.38,0.1,0.38,0.0,0.14,tumor
3387,3812,8867.03,45253.42,0.31,3.01,0.0,0.45,0.24,0.06,tumor
3388,3813,8827.32,45271.43,0.39,2.81,3.55,0.07,0.38,0.18,tumor
3389,3814,9270.22,45006.77,0.08,0.47,0.0,0.11,0.0,0.03,stroma
3390,3815,9322.36,45496.96,0.0,0.96,0.15,0.26,0.0,0.36,stroma
3391,3816,9330.12,45220.88,0.0,2.47,0.17,0.36,0.0,0.08,tumor
3392,3818,9235.08,45396.63,0.0,1.94,0.16,0.15,0.0,0.16,tumor
3393,3819,9189.9,45428.72,0.0,0.43,0.0,0.17,0.0,0.12,tumor
3394,3820,9307.05,45365.63,0.0,0.17,0.11,0.11,0.58,0.05,tumor
3395,3821,9247.35,45470.68,0.0,1.91,0.18,0.09,0.19,0.03,tumor
3396,3822,8912.13,45391.35,0.02,1.59,0.0,0.09,0.28,0.1,tumor
3397,3823,8897.65,45482.55,0.19,1.0,2.24,0.34,0.0,0.12,stroma
3398,3824,8804.06,45128.83,0.0,0.32,0.34,0.07,0.0,0.07,stroma
3399,3825,9054.47,45342.6,0.01,2.71,0.23,0.2,0.09,0.07,tumor
3400,3826,9096.47,45450.03,0.24,2.9,0.45,0.22,0.0,0.11,tumor
3401,3827,9130.39,45295.49,0.0,1.51,0.07,0.27,0.0,0.08,tumor
3402,3828,9268.98,45466.43,0.0,1.99,0.0,0.3,0.0,0.09,tumor
3403,3829,9155.16,44933.85,0.06,0.58,0.0,0.11,0.26,0.1,tumor
3404,3830,9268.99,44987.36,0.05,0.23,0.12,0.02,0.5,0.04,stroma
3405,3831,9146.11,45503.93,0.53,3.33,0.1,0.37,0.0,0.11,tumor
3406,3832,9255.89,45417.36,0.0,1.96,0.19,0.21,0.08,0.11,tumor
3407,3833,8956.73,45430.12,0.0,1.69,0.0,0.23,0.56,0.14,tumor
3408,3834,9193.03,45331.13,0.03,0.87,0.0,0.13,0.59,0.06,stroma
3409,3835,9312.21,45408.48,0.22,2.89,0.0,0.26,0.0,0.05,tumor
3410,3836,9183.42,45502.78,0.0,2.47,0.02,0.36,0.0,0.21,tumor
3411,3837,8789.62,45004.58,0.0,3.02,0.03,0.2,0.0,0.07,tumor
3412,3838,9263.09,45406.28,0.42,2.29,0.0,0.11,0.0,0.1,tumor
3413,3839,9261.38,45373.59,0.11,1.28,0.0,0.17,0.39,0.1,tumor
3414,3840,8860.83,45266.36,0.56,2.64,0.2,0.22,0.0,0.08,tumor
3415,3841,9051.48,45320.85,0.41,3.36,0.0,0.12,0.0,0.18,tumor
3416,3842,9045.46,45345.28,0.18,1.4,0.04,0.29,0.0,0.09,tumor
3417,3843,9098.49,45386.45,0.0,2.62,0.04,0.28,0.0,0.09,tumor
3418,3844,8814.42,44931.7,0.09,1.4,0.02,0.34,0.0,0.09,tumor
3419,3845,8816.71,45030.3,0.0,2.82,0.06,0.16,0.0,0.04,tumor
3420,3846,8832.92,45481.86,0.0,0.36,0.0,0.0,0.54,0.04,stroma
3421,3847,9099.7,45471.13,0.0,2.01,0.0,0.37,0.0,0.12,tumor
3422,3848,9194.41,45207.21,0.08,2.5,0.0,0.44,0.0,0.11,tumor
3423,3849,9309.44,45444.84,0.0,2.31,5.75,0.26,0.95,0.33,tumor
3424,3850,9077.56,45303.93,0.0,3.27,0.19,0.3,0.36,0.13,tumor
3425,3851,9009.29,45416.09,1.02,3.55,0.24,0.27,0.28,0.09,tumor
3426,3852,9299.12,45417.86,0.01,1.89,2.45,0.19,0.17,0.05,tumor
3427,3853,8835.26,45473.79,0.3,0.66,0.08,0.0,0.0,0.05,stroma
3428,3854,8969.58,45419.79,0.0,1.74,0.04,0.27,0.0,0.08,tumor
3429,3855,9345.17,44967.51,0.05,3.65,0.08,0.28,0.29,0.15,tumor
3430,3856,9001.84,45411.07,0.25,3.08,0.0,0.31,0.0,0.1,tumor
3431,3857,9286.08,45467.83,0.0,2.29,0.39,0.29,0.0,0.12,tumor
3432,3858,9162.09,45210.06,0.11,2.79,3.69,0.16,0.07,0.31,tumor
3433,3859,9113.43,45473.56,0.0,0.05,0.09,0.11,0.0,0.0,tumor
3434,3860,8776.43,44992.53,0.06,2.0,0.22,0.15,0.0,0.02,tumor
3435,3861,9339.21,45012.45,0.15,0.12,0.49,0.17,0.15,0.04,stroma
3436,3862,9167.19,45183.63,0.3,0.57,0.0,0.15,0.13,0.0,tumor
3437,3863,8834.51,45310.75,0.0,0.14,0.0,0.02,0.6,0.01,tumor
3438,3864,8847.92,45259.08,0.07,3.45,0.02,0.29,0.04,0.13,tumor
3439,3865,8997.09,45400.29,0.0,2.89,0.0,0.23,0.0,0.08,tumor
3440,3866,8846.56,45292.84,0.4,3.46,0.0,0.3,0.08,0.08,tumor
3441,3867,8804.23,44990.85,0.28,1.24,0.27,0.23,0.0,0.05,tumor
3442,3868,9341.76,45486.1,0.46,0.66,0.54,0.03,0.0,0.08,stroma
3443,3869,8950.54,45459.45,0.0,2.51,0.18,0.37,0.37,0.12,tumor
3444,3870,9216.84,45062.17,0.06,1.37,0.0,0.12,0.41,0.12,tumor
3445,3871,9188.59,45199.36,0.67,0.84,0.13,0.31,0.37,0.07,tumor
3446,3872,9322.64,45139.84,0.18,1.08,1.5,0.27,0.0,0.14,stroma
3447,3873,9209.31,45056.74,0.0,0.17,0.0,0.07,0.05,0.12,stroma
3448,3874,9291.77,45449.61,0.0,2.44,0.17,0.25,0.0,0.09,tumor
3449,3875,9212.92,45476.94,0.15,0.25,0.1,0.05,0.09,0.08,stroma
3450,3876,9271.72,45195.15,0.0,3.03,2.71,0.07,0.04,0.1,tumor
3451,3877,9178.71,45447.85,0.0,1.79,1.6,0.27,0.0,0.13,tumor
3452,3878,9243.45,45319.55,0.32,2.82,0.0,0.19,0.0,0.09,tumor
3453,3879,9331.0,45461.55,0.07,1.95,0.57,0.18,0.16,0.11,tumor
3454,3880,9257.91,45463.32,0.0,1.87,0.01,0.22,0.0,0.07,tumor
3455,3882,9258.64,45381.65,0.64,1.93,0.14,0.12,0.0,0.14,tumor
3456,3883,9222.33,45439.47,0.0,0.83,0.12,0.14,0.0,0.1,tumor
3457,3884,9266.33,45501.86,0.0,0.88,0.63,0.24,0.75,0.24,stroma
3458,3885,8929.07,45407.92,0.19,2.08,0.12,0.08,0.0,0.06,tumor
3459,3886,8925.55,45448.82,0.75,1.67,0.0,0.17,0.0,0.1,tumor
3460,3887,9344.57,45471.9,0.0,1.46,2.48,0.2,0.37,0.1,tumor
3461,3888,8818.37,45273.25,0.4,2.8,0.0,0.26,0.0,0.05,tumor
3462,3889,9172.85,45194.91,0.24,4.13,0.0,0.17,0.0,0.14,tumor
3463,3890,9317.12,45421.12,0.42,0.7,0.1,0.1,0.37,0.08,stroma
3464,3891,9345.11,45176.79,0.0,0.4,0.21,0.0,0.39,0.08,stroma
3465,3892,9349.06,44948.22,0.05,3.77,0.2,0.48,0.0,0.18,tumor
3466,3893,8953.37,45470.9,0.0,3.06,0.08,0.22,0.0,0.09,tumor
3467,3894,8977.78,45400.82,0.0,3.1,0.08,0.14,0.22,0.15,tumor
3468,3895,9216.54,45453.14,0.33,0.39,0.27,0.14,0.0,0.15,stroma
3469,3896,9322.38,45458.3,0.22,3.35,3.17,0.28,0.27,0.16,tumor
3470,3897,9216.12,45505.44,0.0,0.45,0.09,0.12,0.19,0.13,stroma
3471,3898,9214.88,44969.48,0.0,1.28,0.0,0.21,0.0,0.09,tumor
3472,3899,8884.68,45472.88,0.13,0.58,0.1,0.0,0.0,0.02,stroma
3473,3900,8913.55,45486.47,0.0,1.63,0.08,0.3,0.12,0.08,tumor
3474,3901,8958.29,45409.97,0.64,2.65,0.08,0.24,0.42,0.1,tumor
3475,3902,9246.31,45301.61,0.0,3.09,0.53,0.12,0.19,0.19,tumor
3476,3903,9080.54,45350.12,0.0,1.64,0.01,0.25,0.48,0.05,tumor
3477,3904,9309.48,45192.11,0.13,0.56,0.94,0.08,0.2,0.03,stroma
3478,3906,9241.14,45288.33,0.0,4.11,0.09,0.25,0.0,0.19,tumor
3479,3907,9092.17,45485.71,0.01,2.31,0.0,0.11,0.0,0.14,tumor
3480,3908,9232.37,45455.62,0.0,3.76,0.2,0.46,0.0,0.22,tumor
3481,3909,9170.27,45454.11,0.29,1.28,0.0,0.16,0.0,0.07,tumor
3482,3910,8812.06,45006.55,0.5,3.35,0.14,0.22,0.34,0.1,tumor
3483,3911,9044.09,44978.31,0.28,3.43,0.0,0.46,0.0,0.14,tumor
3484,3912,8969.61,45410.75,0.0,2.5,0.0,0.28,0.59,0.07,tumor
3485,3913,8960.6,45401.64,0.18,1.54,0.0,0.09,0.08,0.09,tumor
3486,3914,9303.41,45492.74,0.22,0.45,0.22,1.52,0.28,0.1,stroma
3487,3915,9287.76,45177.9,0.55,3.25,0.0,0.38,0.49,0.1,tumor
3488,3916,8791.63,45067.01,0.0,0.0,0.75,0.06,0.0,0.07,stroma
3489,3917,9252.85,45277.39,0.06,3.21,0.0,0.23,0.04,0.1,tumor
3490,3918,8911.9,45497.88,0.19,3.04,0.01,0.21,0.0,0.07,tumor
3491,3919,8816.07,45039.12,0.1,1.82,0.0,0.09,0.0,0.06,tumor
3492,3920,9171.67,45450.37,0.13,5.14,0.0,0.5,0.19,0.13,tumor
3493,3921,9301.93,45138.42,0.06,0.89,0.59,0.08,0.2,0.01,stroma
3494,3922,9331.78,45241.25,0.38,2.63,2.81,0.31,0.71,0.12,tumor
3495,3923,8947.56,45384.52,0.0,2.49,0.0,0.26,0.04,0.09,tumor
3496,3924,9239.97,45423.24,0.27,2.19,0.22,0.19,0.46,0.07,tumor
3497,3925,8862.98,45248.91,0.01,2.62,0.1,0.29,0.0,0.06,tumor
3498,3926,9054.0,45376.65,0.0,1.03,3.56,0.2,0.74,0.18,tumor
3499,3927,8780.58,45003.76,0.0,2.76,0.1,0.23,0.0,0.05,tumor
3500,3928,9270.09,45478.74,0.0,1.47,2.61,0.25,0.38,0.07,tumor
3501,3929,9111.31,45297.09,0.0,1.32,1.88,0.22,0.23,0.11,tumor
3502,3930,9325.13,45083.95,0.0,2.53,0.04,0.16,0.0,0.11,tumor
3503,3931,8833.74,45290.23,0.0,3.92,0.0,0.22,0.0,0.12,tumor
3504,3932,9332.83,45261.02,0.16,2.25,2.77,0.17,0.0,0.29,tumor
3505,3933,9335.57,45013.19,0.32,0.02,0.0,0.07,0.43,0.07,stroma
3506,3934,9305.68,45137.94,0.18,0.52,0.0,0.0,0.2,0.07,stroma
3507,3935,8863.43,45487.62,0.27,2.3,1.08,0.2,0.0,0.05,tumor
3508,3936,9193.29,45211.97,0.0,3.88,0.0,0.25,0.25,0.14,tumor
3509,3937,9277.4,44916.62,0.29,1.74,0.06,0.49,0.0,0.1,tumor
3510,3938,9073.02,45458.57,0.33,2.9,0.14,0.18,0.0,0.09,tumor
3511,3939,8818.81,44962.86,0.0,3.43,0.16,0.39,0.06,0.11,tumor
3512,3940,8802.95,44940.81,0.0,0.29,0.16,0.0,0.0,0.0,tumor
3513,3941,9311.66,45285.22,0.45,0.02,0.03,0.06,0.09,0.02,stroma
3514,3942,8898.2,45451.59,0.33,2.03,0.0,0.23,0.0,0.09,tumor
3515,3943,9265.59,45447.07,0.0,1.79,4.27,0.11,0.41,0.25,tumor
3516,3944,9273.98,45185.22,0.59,3.15,0.07,0.29,0.14,0.16,tumor
3517,3945,9298.02,44953.19,0.0,2.75,0.0,0.42,0.09,0.13,tumor
3518,3946,9227.25,44987.88,0.22,3.45,0.1,0.51,0.0,0.09,tumor
3519,3947,9189.83,45445.19,0.17,3.25,0.0,0.32,0.13,0.14,tumor
3520,3948,9014.24,45302.94,0.0,2.43,0.0,0.16,0.11,0.0,tumor
3521,3949,9208.16,44981.88,0.55,0.65,0.05,0.35,0.07,0.1,stroma
3522,3950,9052.02,45286.67,0.09,2.53,0.0,0.3,0.11,0.09,tumor
3523,3951,9018.08,45297.96,0.0,1.1,0.1,0.21,0.0,0.07,tumor
3524,3952,9273.81,45460.38,0.0,0.69,0.0,0.1,0.0,0.08,tumor
3525,3953,9051.88,45956.15,0.54,0.73,0.23,0.21,0.47,0.21,stroma
3526,3954,9022.24,45561.76,0.22,1.27,0.0,0.09,0.0,0.04,tumor
3527,3955,8940.76,45987.68,0.46,0.35,0.0,0.04,0.2,0.11,stroma
3528,3956,9050.33,45724.5,0.18,0.31,0.0,0.03,0.0,0.09,stroma
3529,3957,8974.15,45659.8,0.0,2.11,0.01,0.1,0.12,0.04,tumor
3530,3958,8941.21,45736.45,0.12,1.59,0.0,0.13,0.11,0.08,tumor
3531,3959,9064.8,45644.77,0.4,0.57,0.22,0.04,0.0,0.27,stroma
3532,3960,9108.73,45695.12,0.71,0.39,0.15,0.17,0.0,0.08,stroma
3533,3961,9079.28,45968.8,0.58,2.03,0.0,0.23,0.0,0.18,tumor
3534,3962,9201.9,45650.79,0.0,0.47,0.04,0.14,0.0,0.07,stroma
3535,3963,9296.7,45562.52,0.0,3.34,0.1,0.24,0.02,0.14,tumor
3536,3964,8985.48,46068.09,0.03,0.58,0.3,0.24,0.49,0.11,stroma
3537,3965,8945.71,45545.47,0.21,0.76,0.13,0.82,0.01,0.03,tumor
3538,3966,9124.4,45561.62,0.62,1.0,1.21,0.12,0.0,0.19,stroma
3539,3967,9279.52,45982.64,0.65,1.55,0.1,0.22,0.04,0.13,tumor
3540,3968,9293.04,45886.71,0.27,2.31,0.16,0.17,0.0,0.09,tumor
3541,3969,9015.16,45921.78,0.03,3.31,1.49,0.26,0.42,0.15,tumor
3542,3970,9152.59,45836.92,0.0,2.41,0.04,0.03,0.1,0.15,tumor
3543,3971,8996.02,45920.07,0.28,4.73,0.61,0.39,0.0,0.16,tumor
3544,3972,9278.06,45551.12,0.0,0.38,0.06,0.19,0.0,0.07,stroma
3545,3973,9296.91,45813.19,0.4,4.43,0.21,0.5,0.0,0.22,tumor
3546,3974,9261.3,46028.96,0.49,1.01,4.13,0.03,0.29,0.17,tumor
3547,3975,9205.04,45911.2,0.24,3.15,1.16,0.05,0.02,0.14,tumor
3548,3976,8940.56,46051.83,0.0,0.5,0.09,0.17,0.0,0.06,stroma
3549,3977,9322.75,46067.81,0.0,3.29,1.31,0.21,0.0,0.2,tumor
3550,3978,9199.19,45856.33,0.3,2.49,6.15,0.16,0.48,0.3,tumor
3551,3979,9093.09,45938.67,0.09,3.16,0.02,0.1,0.19,0.09,tumor
3552,3980,8906.77,46006.02,0.0,0.55,0.03,0.07,0.48,0.05,stroma
3553,3981,9118.67,46005.08,0.09,0.42,0.36,0.09,0.01,0.17,stroma
3554,3982,9165.72,45512.14,0.35,1.79,0.0,0.0,0.52,0.12,tumor
3555,3983,9061.81,45518.8,0.04,1.7,0.41,0.16,0.33,0.08,tumor
3556,3984,9062.58,45909.25,0.27,0.52,0.06,0.04,0.2,0.23,stroma
3557,3985,9140.09,45927.5,0.05,1.69,0.14,0.2,0.55,0.12,tumor
3558,3986,9183.98,45650.63,0.44,2.63,0.0,0.27,0.0,0.2,tumor
3559,3987,8996.2,45726.69,0.0,2.73,5.17,0.36,0.62,0.32,tumor
3560,3988,9045.23,45921.4,0.0,0.17,0.11,0.09,0.34,0.13,stroma
3561,3989,9209.3,45723.63,0.09,2.19,0.23,0.32,0.0,0.17,tumor
3562,3990,9060.71,45971.17,0.18,3.19,0.0,0.52,0.0,0.14,tumor
3563,3991,9313.96,45629.22,0.13,3.03,0.06,0.38,0.0,0.19,tumor
3564,3992,9220.05,45645.04,0.05,2.81,0.15,0.22,0.3,0.16,tumor
3565,3993,9154.28,45540.24,0.0,2.28,0.0,0.27,0.0,0.17,tumor
3566,3994,8933.93,46022.88,0.67,0.36,2.0,0.31,0.0,0.27,stroma
3567,3995,8960.0,45918.16,0.06,0.31,4.01,0.25,0.35,0.25,stroma
3568,3996,9130.98,45692.8,0.28,2.39,0.58,0.36,0.31,0.09,tumor
3569,3997,8905.44,45715.23,0.0,2.9,0.0,0.42,0.0,0.12,tumor
3570,3998,9280.49,45516.77,0.24,0.56,0.25,0.06,0.0,0.08,stroma
3571,3999,8980.46,45633.77,0.07,1.25,0.08,0.17,0.2,0.07,tumor
3572,4000,9027.9,45874.87,0.0,2.53,3.22,0.27,0.47,0.16,tumor
3573,4001,9056.76,45500.87,0.0,2.18,0.0,0.3,0.4,0.14,tumor
3574,4002,9007.53,45956.3,0.0,2.08,0.0,0.51,0.83,0.2,tumor
3575,4003,9086.03,45880.72,0.0,0.08,0.09,0.05,0.0,0.07,stroma
3576,4004,9249.31,45613.07,0.06,0.22,0.11,0.07,0.0,0.05,stroma
3577,4005,8897.51,45704.85,0.05,0.37,0.26,0.42,0.05,0.07,tumor
3578,4006,9028.08,46005.59,0.32,0.35,1.94,0.51,1.0,0.18,stroma
3579,4007,9063.89,46051.11,0.0,2.69,0.38,0.05,0.36,0.1,tumor
3580,4008,8939.41,46026.09,0.11,0.31,0.0,0.06,0.0,0.09,stroma
3581,4009,8984.82,46050.02,0.2,0.61,0.09,0.38,0.25,0.14,stroma
3582,4010,9279.56,45994.04,0.0,1.65,0.03,0.22,0.07,0.05,tumor
3583,4011,8917.43,45593.46,0.0,3.51,0.0,0.29,0.48,0.17,tumor
3584,4012,9067.13,46005.96,0.31,2.11,0.38,0.0,0.0,0.13,tumor
3585,4013,9216.31,45811.62,0.23,3.35,0.17,0.26,0.16,0.17,tumor
3586,4014,9079.23,46013.19,0.0,0.04,0.29,0.47,1.36,0.13,stroma
3587,4015,9080.56,45554.58,0.21,4.41,0.0,0.34,0.37,0.2,tumor
3588,4016,9108.55,46071.06,0.23,2.71,0.27,0.13,0.0,0.1,tumor
3589,4017,9198.22,45747.63,0.17,2.33,0.18,0.23,0.0,0.13,tumor
3590,4018,9146.74,45904.64,0.0,2.59,0.04,0.31,0.0,0.18,tumor
3591,4019,9061.47,45928.73,0.15,0.0,0.13,2.16,0.65,0.12,stroma
3592,4020,9239.44,45978.82,0.0,3.93,0.0,0.19,0.0,0.17,tumor
3593,4021,9000.12,46074.92,0.53,3.43,0.04,0.29,0.07,0.57,tumor
3594,4022,8878.66,45922.19,0.0,0.63,0.0,0.35,0.22,0.09,tumor
3595,4023,9007.38,45933.81,0.0,3.72,0.08,0.41,0.0,0.21,tumor
3596,4024,9041.15,45778.54,0.12,3.4,0.13,0.37,0.09,0.15,tumor
3597,4025,8967.71,45731.23,0.0,1.67,0.14,0.2,0.12,0.08,tumor
3598,4026,9072.74,45962.86,0.22,2.86,8.2,0.24,1.06,0.38,tumor
3599,4027,9191.03,45929.62,0.0,3.43,0.18,0.47,0.0,0.24,tumor
3600,4028,9265.68,46031.76,0.58,2.07,3.99,0.16,0.0,0.19,tumor
3601,4029,9048.71,46068.24,0.0,2.53,0.0,0.19,0.04,0.15,tumor
3602,4030,9101.34,45861.64,0.3,0.16,0.02,0.19,0.11,0.14,stroma
3603,4031,9093.5,46045.03,0.4,2.79,0.39,0.23,0.14,0.11,tumor
3604,4032,9334.92,45878.79,0.16,1.8,2.89,0.14,0.0,0.14,tumor
3605,4033,8911.4,45603.21,0.0,3.18,0.0,0.43,0.31,0.06,tumor
3606,4034,9175.79,45600.53,0.38,3.01,0.0,0.31,0.05,0.2,tumor
3607,4035,9208.62,45981.76,0.0,4.19,0.38,0.48,0.36,0.34,tumor
3608,4036,9093.85,45768.13,0.28,4.55,2.98,0.39,0.6,0.22,tumor
3609,4037,9180.77,45562.17,0.01,0.11,0.07,0.02,0.0,0.15,stroma
3610,4038,9220.79,45572.16,0.0,2.71,0.08,0.2,0.24,0.09,tumor
3611,4039,9333.88,45689.34,0.0,2.09,0.06,0.24,0.12,0.09,tumor
3612,4040,9196.66,45873.78,0.03,2.42,0.82,0.28,0.06,0.21,tumor
3613,4041,8957.69,46043.32,0.32,0.43,0.0,0.11,0.0,0.21,stroma
3614,4042,8966.86,45995.87,0.23,0.23,0.27,0.07,0.23,0.09,stroma
3615,4043,9051.2,45843.51,0.31,2.45,0.0,0.3,0.2,0.13,tumor
3616,4044,8972.86,45633.47,0.06,1.45,0.0,0.18,0.21,0.01,tumor
3617,4045,8920.98,45845.43,0.37,3.52,0.07,0.35,0.1,0.2,tumor
3618,4046,9170.26,45738.4,0.25,0.47,0.06,0.16,0.0,0.1,stroma
3619,4047,9065.13,46073.82,0.1,2.8,0.36,0.23,0.0,0.13,tumor
3620,4048,9269.5,45511.02,0.22,0.51,0.13,0.02,0.26,0.19,stroma
3621,4049,8977.31,45668.0,0.18,0.67,2.79,0.09,0.66,0.07,tumor
3622,4050,8905.3,45770.84,0.74,3.39,0.41,0.3,0.54,0.12,tumor
3623,4051,8982.77,45937.81,0.18,0.62,0.13,0.29,0.25,0.28,stroma
3624,4052,8919.88,45542.23,0.42,0.7,0.17,0.26,0.0,0.15,tumor
3625,4053,9147.26,45529.05,0.34,1.97,2.67,0.32,0.28,0.16,tumor
3626,4054,9311.9,45540.78,0.2,6.46,3.55,0.48,0.0,0.42,tumor
3627,4055,9265.38,45739.54,0.26,3.43,2.54,0.32,0.5,0.21,tumor
3628,4056,9249.37,45761.59,0.0,3.12,6.81,0.56,0.36,0.21,tumor
3629,4057,9218.59,45973.96,0.22,2.32,3.44,0.29,0.16,0.31,tumor
3630,4058,8960.81,45992.24,0.0,0.0,0.11,0.11,0.0,0.05,stroma
3631,4059,8965.2,45751.96,0.16,1.69,0.06,0.14,0.12,0.12,tumor
3632,4060,8973.78,45823.64,0.14,3.63,0.0,0.19,0.29,0.15,tumor
3633,4061,9074.8,45959.71,0.16,2.8,0.0,0.31,0.0,0.11,tumor
3634,4062,8927.71,45786.91,0.25,0.17,0.05,0.08,0.06,0.09,tumor
3635,4063,9030.78,45854.18,0.0,2.47,0.26,0.33,0.0,0.11,tumor
3636,4064,9327.57,46061.39,0.0,0.56,0.27,0.0,0.22,0.1,stroma
3637,4065,9149.91,45900.32,0.12,2.64,0.54,0.22,0.01,0.17,tumor
